wavenumber,day1,day2,day3,day4,day5,day6
3910.827637,0,-5.039591,-60.475094,115.910591,85.67305,70.554276
3910.331543,0,-5.038865,30.233187,-50.388645,15.116593,70.544106
3909.835205,90.686485,25.190691,65.495796,75.572075,141.067871,10.076276
3909.339111,-25.187059,10.074823,60.44894,10.074823,65.486351,5.037412
3908.842529,45.33017,30.220114,120.880455,141.027191,45.33017,40.293484
3908.346191,15.107878,-30.215755,25.179796,25.179796,55.395554,10.071918
3907.849609,100.704666,0,-30.211399,0,-65.458031,10.070466
3907.353027,-15.103521,0,60.414085,60.414085,120.828171,5.034507
3906.856445,30.202688,5.033781,85.57428,85.57428,5.033781,50.337811
3906.359863,-10.066111,0,45.297497,65.429718,-15.099166,60.396664
3905.863037,-70.452614,-5.03233,50.323296,40.258636,95.614265,-40.258636
3905.366211,95.600471,-5.031604,85.537262,100.63208,40.252831,35.221226
3904.869141,75.463173,-15.092635,5.030878,145.895462,0,55.339661
3904.37207,80.482445,5.030153,15.090458,65.391983,-10.060306,50.301525
3903.875,145.853394,10.058854,-50.294273,50.294273,-35.20599,100.588547
3903.37793,20.114807,-20.114807,20.114807,90.516632,-35.200912,95.545334
3902.880859,80.447624,10.055953,20.111906,155.867279,5.027977,95.531555
3902.383545,65.354263,10.054502,15.081754,60.327015,20.109005,-25.136257
3901.885986,70.371368,-10.053052,65.344841,-5.026526,30.159157,30.159157
3901.388672,-35.180607,10.051602,95.490219,85.438614,50.258011,-10.051602
3900.891113,-10.050152,15.075228,15.075228,0,115.576752,25.12538
3900.393555,50.243511,15.073053,40.194809,5.024351,15.073053,10.048702
3899.895996,95.448898,15.070879,10.047253,35.165382,50.236263,-30.141758
3899.398193,85.389328,15.068705,100.458031,90.412224,35.160309,25.114508
3898.900391,70.310478,-10.044353,10.044353,5.022177,0,40.177414
3898.402588,75.321785,15.064357,35.150166,5.021452,25.107262,10.042905
3897.904541,105.43528,-5.020728,20.082911,75.310913,70.290184,70.290184
3897.406738,110.440071,5.020003,10.040007,60.24004,-85.340057,-40.160027
3896.908447,60.231346,15.057837,20.077116,60.231346,10.038558,0
3896.4104,-5.018555,-5.018555,45.166992,25.092773,5.018555,65.241211
3895.912109,25.089151,0,30.106981,45.160473,50.178303,75.267456
3895.413818,-25.085531,0,25.085531,105.35923,30.102636,-40.136848
3894.915527,5.016382,-15.049147,45.147438,15.049147,65.212967,30.098293
3894.416992,35.109608,0,-25.078291,30.093948,15.046974,0
3893.918457,40.119473,0,100.298683,40.119473,20.059736,-30.089605
3893.419922,50.142105,10.02842,75.213158,65.184738,15.042631,15.042631
3892.921387,30.080919,10.026974,65.175323,100.269737,70.188812,-20.053947
3892.422607,75.191444,10.025526,20.051052,5.012763,35.08934,55.140392
3891.923828,45.108356,10.024079,65.156509,65.156509,55.132435,-40.096317
3891.424805,90.20369,-5.011316,0,65.14711,-10.022632,75.169739
3890.926025,110.233032,15.031777,95.201256,20.04237,30.063555,65.137703
3890.427002,50.09869,0,55.108562,40.078953,-10.019738,25.049345
3889.927979,100.182915,15.027437,75.137192,-10.018291,70.128044,40.073166
3889.428711,25.042114,-5.008423,45.075806,-40.067383,40.067383,20.033691
3888.929443,35.053898,0,30.046198,140.215591,40.061596,-20.030798
3888.430176,60.083717,-10.013953,30.041859,-65.090698,55.07674,65.090698
3887.930908,40.05003,5.006254,60.075043,60.075043,70.087547,-5.006254
3887.431396,15.016592,5.005531,35.038715,15.016592,110.121674,-35.038715
3886.931885,70.067307,0,-65.0625,60.057693,0,15.014423
3886.432129,110.089874,5.004085,95.077621,140.11438,70.05719,45.036766
3885.932617,-5.003363,0,5.003363,20.013451,90.060524,-40.026901
3885.432861,25.013199,-10.00528,30.015841,60.031681,-20.010559,15.00792
3884.933105,45.017258,20.007669,105.040268,125.047935,15.005753,80.030678
3884.433105,70.016731,5.001195,-40.00956,10.00239,60.014339,95.022705
3883.933105,65.006142,-5.000473,85.008034,65.006142,30.002836,70.006615
3883.433105,-9.999501,-19.999002,29.998503,44.997753,24.998753,64.996758
3882.933105,64.987366,9.998056,104.979591,-24.995142,19.996113,74.98542
3882.432861,119.959351,9.996613,79.9729,84.971207,34.988144,-19.993225
3881.932617,69.966179,4.997584,4.997584,59.971008,69.966179,49.975842
3881.432373,29.981173,-4.996862,39.974899,79.949799,9.993725,-9.993725
3880.931885,39.969124,29.976843,34.97298,49.961403,39.969124,54.957542
3880.431396,89.917534,19.981674,19.981674,34.96793,0,-44.958767
3879.930908,9.989393,9.989393,69.925758,34.962879,24.973484,34.962879
3879.43042,109.867455,14.981926,4.993975,84.897575,69.915649,19.975901
3878.929688,-4.993254,9.986507,89.878563,84.885315,119.838089,19.973015
3878.428955,64.902916,0,59.910385,34.947727,69.895454,-4.992532
3877.928223,9.983622,19.967243,29.950865,9.983622,44.926296,39.934486
3877.427246,84.848518,4.991089,44.919804,89.839607,-14.973269,-39.928715
3876.92627,-19.961473,0,109.788101,49.903683,-9.980737,-14.971105
3876.425293,44.906822,-4.989647,29.937883,44.906822,-14.968942,104.782585
3875.924072,64.856041,19.955704,-4.988926,-49.889259,104.767448,44.900333
3875.422852,54.870255,-24.941025,-84.799484,114.728714,34.917435,19.95282
3874.921631,19.949936,24.93742,94.762199,114.712135,84.787231,19.949936
3874.42041,34.907341,14.96029,-29.92058,-19.947052,74.801445,-9.973526
3873.918945,54.846466,0,49.860424,-49.860424,69.804596,54.846466
3873.41748,24.926609,4.985322,-34.897251,54.838539,44.867897,24.926609
3872.916016,94.70742,24.923006,14.953803,4.984601,69.784416,-19.938404
3872.414307,44.854927,14.951642,-9.967761,-4.983881,-44.854927,89.709854
3871.912598,14.94948,19.93264,79.73056,89.696884,-49.8316,-14.94948
3871.410889,39.859516,24.912199,49.824398,109.613678,44.841957,64.771713
3870.908936,59.780632,0,-9.963439,9.963439,34.872036,34.872036
3870.407227,29.885996,-4.980999,44.828995,49.809994,54.790993,4.980999
3869.905273,34.861954,9.960558,-49.802792,29.881674,-44.82251,54.78307
3869.403076,84.652504,0,-4.979559,44.816032,-14.938677,4.979559
3868.900879,49.788391,4.978839,0,74.682587,19.915356,84.640266
3868.398682,-4.978119,9.956238,59.737431,89.60614,64.715546,124.45298
3867.896484,34.841793,0,-54.751392,29.864395,39.819195,59.72879
3867.394287,109.486946,-4.976679,4.976679,49.766796,74.650192,9.953359
3866.891846,9.95192,14.927879,-64.687477,69.663437,34.831718,0
3866.38916,4.97524,-4.97524,59.702881,74.628601,4.97524,24.876202
3865.886719,49.745209,19.898083,-49.745209,44.770687,119.388496,114.413979
3865.384033,104.449829,0,29.842808,114.39743,74.607018,-44.76421
3864.881348,19.892328,9.946164,104.434723,14.919246,39.784657,0
3864.378662,79.5578,0,69.613075,49.723625,84.530167,134.253784
3863.875732,14.91493,0,14.91493,74.574654,84.517937,49.716434
3863.372803,79.53479,4.970924,89.476639,24.854622,154.098648,14.912773
3862.869873,49.702053,9.940411,-14.910616,-9.940411,69.58287,24.851027
3862.366699,54.664349,-19.877945,54.664349,64.603317,-9.938972,69.572807
3861.863525,64.593971,24.843836,-49.687672,89.437813,49.687672,34.781372
3861.360352,49.680485,19.872194,-4.968049,34.77634,-34.77634,24.840242
3860.857178,44.705967,14.901989,4.96733,49.673298,9.934659,69.542618
3860.35376,-29.799665,-14.899833,89.399002,24.833055,74.499168,4.966611
3859.850342,44.693031,0,-34.761246,49.658924,24.829462,99.317848
3859.34668,49.651741,14.895522,69.512436,14.895522,14.895522,74.477608
3858.843262,89.360199,-9.928911,24.822277,84.395744,153.898117,-39.715645
3858.3396,-9.927474,4.963737,-4.963737,-14.891212,54.601109,-9.927474
3857.835938,29.778112,9.926038,0,24.815094,-4.963019,-14.889056
3857.332031,24.811504,-4.962301,24.811504,44.660706,94.283714,14.886902
3856.828125,24.807913,19.846331,64.500572,104.193237,29.769495,-14.884748
3856.324219,99.217293,19.843458,59.530373,109.139023,79.373833,-9.921729
3855.820313,34.721027,34.721027,14.88044,54.561611,89.282639,34.721027
3855.316162,59.513145,-4.959429,74.391426,123.985718,84.310287,49.594288
3854.812012,74.380661,0,-54.545818,74.380661,14.876133,-9.917421
3854.307617,9.915986,-9.915986,-4.957993,19.831972,69.411903,-4.957993
3853.803467,29.743652,-4.957275,-4.957275,84.273682,4.957275,-9.914551
3853.299072,128.870499,-19.826231,99.131157,79.304924,74.348366,94.174599
3852.794678,-9.911681,0,9.911681,74.337608,54.514244,44.602562
3852.290039,49.551228,0,59.461475,34.68586,14.865369,59.461475
3851.7854,69.361679,-14.863216,39.635246,34.68084,69.361679,89.179298
3851.280762,49.536884,19.814753,84.2127,113.93483,29.72213,99.073769
3850.776123,39.623768,19.811884,-4.952971,9.905942,9.905942,49.529713
3850.27124,19.809015,19.809015,54.474792,123.806351,108.949585,39.618031
3849.766357,9.903074,-9.903074,-14.85461,64.36998,59.418442,74.273056
3849.26123,19.80328,-9.90164,-29.70492,54.459019,108.918037,9.90164
3848.756348,74.251549,-14.850309,34.650723,59.401237,19.800413,29.700619
3848.251221,49.493862,39.595089,29.696318,74.240791,19.797544,34.645702
3847.746094,108.870728,0,59.384033,138.562744,24.743347,-69.281372
3847.240723,0,-14.843859,0,4.947953,49.47953,-4.947953
3846.735352,9.894473,19.788946,0,49.472363,98.944725,0
3846.22998,44.518677,-29.679119,59.358238,39.572159,-9.89304,9.89304
3845.724609,69.241249,24.729017,84.078659,59.34964,-14.83741,29.67482
3845.218994,59.341045,14.835261,34.615608,39.560696,84.066483,74.176308
3844.713379,49.443707,-4.944371,-19.777483,49.443707,39.554966,19.777483
3844.20752,69.211166,39.549236,-29.661928,-4.943655,34.605583,39.549236
3843.701904,113.687584,14.828815,69.201141,34.600571,93.915833,84.029953
3843.196045,93.902229,-9.884445,59.306671,29.653336,29.653336,74.133339
3842.690186,103.771637,-29.649038,-4.941506,64.239586,24.707533,49.415066
3842.184082,59.28949,0,-83.993439,93.875023,9.881581,9.881581
3841.677979,59.280899,19.7603,83.98127,19.7603,-19.7603,-49.400749
3841.171875,59.272308,-4.939359,0,59.272308,118.544617,4.939359
3840.665771,34.570503,14.81593,-9.877287,44.447792,103.71151,34.570503
3840.159424,113.572342,0,4.937928,0,44.441353,64.193062
3839.653076,103.681458,14.811637,-39.4977,78.995399,64.183762,-24.686062
3839.146729,39.491978,0,69.110962,93.793442,-24.682486,-24.682486
3838.640137,103.651413,-9.871563,74.036728,93.779854,59.229382,19.743126
3838.133545,29.610399,-4.935066,74.025993,39.48053,14.8052,-29.610399
3837.626953,103.621376,24.671757,88.818321,113.490082,19.737406,69.080917
3837.120117,14.800908,0,64.137268,-9.867272,4.933636,9.867272
3836.613281,49.329212,14.798763,-4.932921,73.99382,9.865842,0
3836.106445,-29.593237,4.932206,-39.457649,64.118683,113.440742,49.32206
3835.599609,39.451931,-4.931491,54.246403,29.588947,88.766846,44.383423
3835.092529,39.446213,9.861553,24.653883,64.100098,59.169319,29.58466
3834.585449,4.930062,-4.930062,128.18161,0,-54.230679,24.650309
3834.078369,-19.717388,29.576082,54.222816,108.445633,-39.434776,29.576082
3833.571045,54.214958,19.714531,24.643164,44.357693,49.286327,59.143589
3833.063721,-29.567509,-9.855836,88.702522,98.558365,44.351261,19.711672
3832.556396,83.762459,0,83.762459,24.636019,29.563221,0
3832.048828,59.11787,19.705957,0,78.82383,14.779468,64.044357
3831.54126,49.257751,14.777326,0,68.960854,54.183525,34.480427
3831.033691,24.625305,9.850121,64.025795,19.700243,108.351341,29.550365
3830.526123,54.167816,-4.924347,29.546082,44.319122,19.697388,-9.848694
3830.018311,39.389061,14.770898,73.854492,4.923633,54.159962,-39.389061
3829.510498,-19.691675,9.845838,73.843781,152.610489,127.995888,54.152107
3829.002441,63.988663,9.84441,4.922205,-44.299843,132.899536,113.210716
3828.494629,34.450439,0,88.586838,78.743858,29.528946,44.293419
3827.986572,34.445442,14.762332,0,-29.524664,68.890884,14.762332
3827.478516,49.200638,24.600319,49.200638,14.760191,63.960831,-54.120701
3826.970215,63.951553,-14.758051,19.677401,73.790253,14.758051,24.59675
3826.461914,-19.674547,4.918637,54.105003,68.860916,0,93.454102
3825.953613,54.097157,0,83.604698,24.589617,78.686775,-59.015079
3825.445068,-4.91721,-14.75163,78.675362,29.50326,49.1721,39.337681
3824.936768,-4.916497,4.916497,54.081463,-19.665987,14.74949,73.747452
3824.428223,54.07362,24.578918,-9.831567,24.578918,88.4841,14.747351
3823.919434,78.641129,24.575352,29.490423,4.915071,73.726059,-4.915071
3823.410645,29.486145,-4.914358,-9.828715,68.801003,-29.486145,63.886646
3822.901855,29.481867,0,49.136444,63.877377,4.913644,29.481867
3822.393066,29.477591,4.912931,-58.955181,-29.477591,49.129314,29.477591
3821.884277,73.683281,-19.648876,103.156593,49.122189,34.385532,54.034409
3821.375244,73.672592,0,14.734518,44.203556,19.646025,73.672592
3820.865967,-44.19714,4.910793,-14.73238,44.19714,4.910793,83.48349
3820.356934,58.920971,4.910081,14.730243,39.280647,39.280647,9.820162
3819.847656,29.456211,34.365578,63.821789,58.912422,68.731155,4.909369
3819.338379,19.634624,9.817312,14.725968,83.447151,-44.177902,0
3818.829102,29.447662,4.907944,98.158875,68.711212,29.447662,-9.815887
3818.31958,39.257851,-4.907231,53.979546,29.443388,9.814463,9.814463
3817.810059,63.784748,9.813039,49.065193,49.065193,19.626078,39.252155
3817.300537,44.152264,0,-9.811614,-29.434843,24.529036,4.905807
3816.790771,-4.905095,0,-4.905095,122.62738,88.29171,-44.145855
3816.281006,24.521915,-4.904383,19.617533,58.852596,68.661362,29.426298
3815.77124,63.747726,-9.807343,-4.903671,34.325699,53.940384,-14.711014
3815.26123,53.932556,9.805919,-39.223675,63.738472,58.835514,29.417757
3814.751221,93.142708,4.902248,19.608992,137.262939,58.826973,9.804496
3814.241211,-53.916897,4.901536,73.523041,24.507681,58.818432,29.409216
3813.731201,14.702474,9.801649,4.900825,117.619789,34.305771,-24.504124
3813.220947,29.400679,-14.700339,44.101017,9.800226,4.900113,24.500565
3812.710693,29.39641,29.39641,-9.798803,39.195213,83.289825,9.798803
3812.200439,19.594761,9.79738,19.594761,44.088211,-44.088211,53.885593
3811.689941,-34.285854,-4.897979,63.673729,88.16362,107.755539,-19.591917
3811.179443,58.767216,-9.794536,39.178143,34.280876,0,-19.589071
3810.668945,102.82769,14.689671,44.069012,-24.482784,97.931137,39.172455
3810.158203,48.958458,-24.479229,44.062611,83.229378,83.229378,48.958458
3809.647461,63.636753,9.79027,4.895135,29.37081,29.37081,53.846481
3809.136719,88.099632,4.894424,-4.894424,88.099632,24.47212,39.155392
3808.625977,58.724556,-14.681139,-34.255993,73.405693,92.980553,68.511986
