wavelength,day1,day2,day3,day4,day5,day6
1643,8.155573845,8.24120903,8.003245354,8.103536606,8.021513939,7.934828281
1642,8.127277374,8.223719597,8.013813972,8.046250343,8.023111343,7.984429359
1641,8.210765839,8.265962601,8.056976318,8.074753761,8.068515778,7.971350193
1640,8.303712845,8.352884293,8.171280861,8.224280357,8.176487923,8.069072723
1639,8.316576958,8.400472641,8.181397438,8.209620476,8.201746941,8.131230354
1638,8.337999344,8.426417351,8.179649353,8.277300835,8.24338913,8.112641335
1637,8.318920135,8.449007988,8.250108719,8.249804497,8.237929344,8.15734005
1636,8.395718575,8.502075195,8.260388374,8.319618225,8.284449577,8.167916298
1635,8.485646248,8.516675949,8.339744568,8.339546204,8.29191494,8.237628937
1634,8.472330093,8.654947281,8.408041,8.370728493,8.375779152,8.280034065
1633,8.435714722,8.632121086,8.37890625,8.410691261,8.353395462,8.272901535
1632,8.496068001,8.583813667,8.395071983,8.427916527,8.423459053,8.317268372
1631,8.560976028,8.577903748,8.425148964,8.452192307,8.475683212,8.291524887
1630,8.523684502,8.616909981,8.359442711,8.434278488,8.378829956,8.279911041
1629,8.554218292,8.598812103,8.427173615,8.471633911,8.379523277,8.324604988
1628,8.626877785,8.673259735,8.465669632,8.45275116,8.472421646,8.386236191
1627,8.542644501,8.638429642,8.390925407,8.446897507,8.394696236,8.326729774
1626,8.647625923,8.64734745,8.513163567,8.475043297,8.528100967,8.378889084
1625,8.570807457,8.678523064,8.421735764,8.536050797,8.491700172,8.357958794
1624,8.562458038,8.644990921,8.455507278,8.543915749,8.477674484,8.36614418
1623,8.612855911,8.741174698,8.506772995,8.505366325,8.48519516,8.373332977
1622,8.525998116,8.662169456,8.468517303,8.501609802,8.455821991,8.337564468
1621,8.588857651,8.775930405,8.511369705,8.513546944,8.514113426,8.411842346
1620,8.545574188,8.716308594,8.507101059,8.527701378,8.494832993,8.409614563
1619,8.549814224,8.670505524,8.49612236,8.547969818,8.453911781,8.384717941
1618,8.622942924,8.726362228,8.519595146,8.532800674,8.542872429,8.429338455
1617,8.604459763,8.745051384,8.467999458,8.520607948,8.403967857,8.380716324
1616,8.613278389,8.762968063,8.482323647,8.530620575,8.499599457,8.377810478
1615,8.646745682,8.700307846,8.564865112,8.525829315,8.502736092,8.431930542
1614,8.579960823,8.682190895,8.473909378,8.505969048,8.453282356,8.400486946
1613,8.644388199,8.722107887,8.508480072,8.589698792,8.517433167,8.383694649
1612,8.594263077,8.708737373,8.474089622,8.511657715,8.440363884,8.359982491
1611,8.62270546,8.646455765,8.486253738,8.43312645,8.500846863,8.381361008
1610,8.656499863,8.732708931,8.562281609,8.589215279,8.531714439,8.432285309
1609,8.555995941,8.713907242,8.452740669,8.474428177,8.496684074,8.378788948
1608,8.645302773,8.714613914,8.520429611,8.571446419,8.497903824,8.459353447
1607,8.600398064,8.636360168,8.450127602,8.476311684,8.484114647,8.371736526
1606,8.613578796,8.715817451,8.447079659,8.501309395,8.502662659,8.381856918
1605,8.569241524,8.64324379,8.448758125,8.471678734,8.436980247,8.350328445
1604,8.529428482,8.727358818,8.479948044,8.57664299,8.499978065,8.397418976
1603,8.536142349,8.690929413,8.454630852,8.518436432,8.46777153,8.348395348
1602,8.530626297,8.685932159,8.515127182,8.476194382,8.51006031,8.383003235
1601,8.511511803,8.606715202,8.450511932,8.446316719,8.425294876,8.29574585
1600,8.598513603,8.682988167,8.453813553,8.44636631,8.432355881,8.419904709
1599,8.560144424,8.647679329,8.427686691,8.450332642,8.400403023,8.403946877
1598,8.416650772,8.545665741,8.374162674,8.376368523,8.364245415,8.262159348
1597,8.453956604,8.569459915,8.345136642,8.400590897,8.422541618,8.312431335
1596,8.46074295,8.52089119,8.346360207,8.345244408,8.332256317,8.29984951
1595,8.389975548,8.537475586,8.285583496,8.298197746,8.297826767,8.19704628
1594,8.417345047,8.493990898,8.296123505,8.35605526,8.337533951,8.26675415
1593,8.402403831,8.561201096,8.270133018,8.366389275,8.322846413,8.243123055
1592,8.366268158,8.494669914,8.315250397,8.377828598,8.29936409,8.286377907
1591,8.391973495,8.528913498,8.316047668,8.350024223,8.286564827,8.257257462
1590,8.371541977,8.507278442,8.308306694,8.37237072,8.326158524,8.267216682
1589,8.327432632,8.476361275,8.237671852,8.27739048,8.241328239,8.217447281
1588,8.31772995,8.485295296,8.253576279,8.287134171,8.239325523,8.244877815
1587,8.290668488,8.402410507,8.22501564,8.217526436,8.18862915,8.138750076
1586,8.309418678,8.457847595,8.215616226,8.311254501,8.264547348,8.236550331
1585,8.313576698,8.430445671,8.201016426,8.243836403,8.183595657,8.262742043
1584,8.169734955,8.298858643,8.113821983,8.101920128,8.046333313,8.088433266
1583,8.214677811,8.323901176,8.060519218,8.14765358,8.086792946,8.145524025
1582,8.232419014,8.297412872,8.087057114,8.160646439,8.119158745,8.090537071
1581,8.190347672,8.245542526,8.072690964,8.152820587,8.051182747,8.153728485
1580,8.206871986,8.271266937,8.079727173,8.056837082,8.098413467,8.078232765
1579,8.158586502,8.32652092,8.054224014,8.085330009,8.098389626,8.074684143
1578,8.201628685,8.226484299,8.076704025,8.1127882,8.022293091,8.090802193
1577,8.120325089,8.23562336,8.00980854,8.037248611,7.971906662,8.056921005
1576,8.175329208,8.224311829,8.082255363,8.080258369,8.082146645,8.017292976
1575,8.187240601,8.243929863,8.046117783,8.042830467,8.044235229,8.036039352
1574,8.08085537,8.172429085,7.967756748,8.017212868,8.017812729,8.037528992
1573,8.106902122,8.156903267,8.007429123,7.930491924,7.963903904,7.98971653
1572,8.043182373,8.100487709,7.923775673,7.952333927,7.952423573,7.962744713
1571,7.950601101,8.030694008,7.853535652,7.807547569,7.85067606,7.902261734
1570,8.042807579,8.079668999,7.893567562,7.899693966,7.955777645,7.981738567
1569,7.975011349,8.025520325,7.886792183,7.886721134,7.809974194,7.927781105
1568,7.996494293,8.060537338,7.842067719,7.833003998,7.842954159,7.899296284
1567,7.934261322,7.97335434,7.818277836,7.807458401,7.746465683,7.850053787
1566,7.931747913,8.013425827,7.806595325,7.856486797,7.820709705,7.878837109
1565,7.920893192,7.958327293,7.739129543,7.822851181,7.826324463,7.879270554
1564,7.897058964,7.981683254,7.760760784,7.848120689,7.721990585,7.866714954
1563,7.826858044,7.866908073,7.696716309,7.718010426,7.693886757,7.74139452
1562,7.774093151,7.837418556,7.710316181,7.722805977,7.697058678,7.791082382
1561,7.891525269,7.943891525,7.692727566,7.716181278,7.715508461,7.823841095
1560,7.823421955,7.847571373,7.681499958,7.698900223,7.720271587,7.81107378
1559,7.82518816,7.917985916,7.697305679,7.699967384,7.636512756,7.77823925
1558,7.783861637,7.825763702,7.637444973,7.701216698,7.632411957,7.78670454
1557,7.790222168,7.828369617,7.688193798,7.690853596,7.633111,7.719565868
1556,7.798555374,7.833939075,7.630638123,7.666594505,7.612779617,7.768000603
1555,7.693175316,7.722330093,7.598646164,7.642371178,7.591675282,7.696047306
1554,7.682013512,7.798893929,7.517074585,7.525940418,7.553381443,7.654417515
1553,7.67555666,7.710258007,7.486409664,7.552709579,7.546476841,7.648955822
1552,7.665299416,7.706101894,7.488374233,7.585210323,7.543700218,7.66731596
1551,7.645495415,7.700054169,7.493147373,7.491894722,7.518809319,7.579422951
1550,7.679742813,7.675104618,7.483103275,7.515565872,7.527854919,7.652517319
1549,7.63514328,7.672930717,7.45427084,7.515520573,7.483251572,7.595952034
1548,7.532452583,7.606012344,7.373324871,7.38627243,7.343860149,7.551398277
1547,7.602106094,7.57844162,7.378547668,7.371506691,7.399375916,7.594878197
1546,7.539449692,7.536374569,7.399454117,7.382490635,7.414212704,7.551232815
1545,7.497699738,7.520983219,7.291548729,7.356570721,7.332037926,7.505429745
1544,7.45011282,7.463112354,7.273852825,7.332531452,7.255400181,7.453965187
1543,7.474272728,7.499261379,7.289092064,7.273769379,7.27039814,7.444580555
1542,7.405069351,7.441903114,7.200387001,7.243879318,7.193196774,7.461175919
1541,7.407929897,7.483769894,7.270469666,7.28880024,7.242899418,7.471427917
1540,7.389079571,7.401202679,7.175609589,7.214342594,7.235383987,7.417507648
1539,7.346021175,7.35215044,7.117658615,7.171350479,7.13656044,7.354047298
1538,7.35161829,7.400571346,7.175576687,7.192835331,7.152182579,7.41315937
1537,7.301226139,7.314944267,7.053195,7.099106312,7.088306427,7.327414989
1536,7.335209846,7.302987576,7.079257011,7.12828207,7.097758293,7.336867809
1535,7.195632935,7.221520901,7.002606392,7.073126793,7.009272099,7.280139446
1534,7.213248253,7.234153271,7.063627243,7.101995468,7.032178879,7.254554272
1533,7.251413822,7.277605057,7.081793785,7.112079144,7.082381248,7.343913555
1532,7.199870586,7.149353504,6.989602566,6.974542141,7.001732349,7.206645489
1531,7.204167366,7.156200886,6.960157394,6.995933533,6.979514599,7.187976837
1530,7.091897011,7.118082047,6.952828884,6.971438408,6.910566807,7.214398861
1529,7.107571602,7.067223549,6.915593147,6.980220795,6.930288792,7.157606125
1528,7.054232597,7.063355446,6.840901852,6.914052486,6.862233639,7.125386715
1527,7.084780216,7.073487282,6.837864399,6.923531532,6.83425808,7.134784222
1526,7.095860481,7.021354198,6.833658218,6.843822479,6.813596725,7.055494785
1525,7.132364273,6.992741585,6.850148201,6.833576202,6.837406635,7.168943405
1524,7.044142723,6.992419243,6.806010246,6.815900803,6.787482738,7.089018822
1523,6.945128918,6.97304821,6.808704853,6.778927326,6.789179802,7.042744637
1522,6.966712475,6.939815044,6.669924259,6.743091583,6.695200443,7.055960655
1521,6.946434975,6.879158497,6.720472336,6.73706913,6.773233414,6.987953186
1520,6.924166679,6.841332436,6.66746521,6.714183807,6.660302162,6.998668671
1519,6.870643139,6.802507401,6.622818947,6.638066292,6.627475262,6.957360268
1518,6.856561661,6.788628578,6.634292126,6.654098511,6.600513458,6.98409462
1517,6.855436325,6.76854229,6.581813812,6.60438776,6.580874443,6.963205338
1516,6.818784714,6.757263184,6.619632244,6.555911064,6.601143837,6.908196449
1515,6.792378426,6.752695084,6.530671597,6.592170715,6.523550987,6.939803123
1514,6.729489326,6.719267368,6.545609474,6.575678825,6.563467503,6.89193964
1513,6.789331913,6.678146839,6.522488594,6.542913437,6.511621952,6.840448856
1512,6.737737179,6.698194027,6.483213425,6.487523556,6.514400959,6.830636978
1511,6.788477421,6.64652729,6.503467083,6.502235889,6.508098602,6.840854645
1510,6.729210377,6.635750294,6.477563858,6.503281593,6.43390131,6.751895905
1509,6.740815163,6.624055862,6.457194805,6.479824543,6.465165138,6.838537216
1508,6.708086967,6.641792297,6.43825388,6.426601887,6.434570789,6.747235298
1507,6.693387032,6.592563629,6.416501999,6.436980724,6.387178421,6.776535511
1506,6.675864697,6.55842638,6.388385773,6.430466652,6.399461746,6.750162601
1505,6.621778011,6.545728683,6.364449978,6.341556549,6.346996307,6.70864296
1504,6.635648727,6.496093273,6.326816082,6.371258259,6.364336491,6.696969032
1503,6.603064537,6.487598419,6.310378075,6.356178761,6.343409538,6.675896168
1502,6.614256859,6.451875687,6.284567833,6.288152695,6.272974491,6.653083324
1501,6.55905962,6.437255383,6.285765648,6.245265961,6.227205753,6.650335312
1500,6.496115685,6.392828465,6.263895512,6.247496605,6.255470753,6.626626015
1499,6.529827595,6.405942917,6.24347496,6.2817173,6.245913506,6.612404346
1498,6.495491505,6.328428745,6.125636578,6.186006069,6.178913116,6.541904926
1497,6.380082607,6.321731091,6.172201157,6.175930977,6.178774357,6.521669865
1496,6.398435116,6.333299637,6.175147533,6.145144463,6.144347668,6.539011002
1495,6.400486946,6.274919033,6.131485462,6.135468483,6.181564331,6.580922127
1494,6.356277466,6.230370522,6.042850018,6.076478004,6.064143181,6.492013454
1493,6.399709702,6.236166477,6.148771763,6.098221302,6.095578671,6.496985435
1492,6.425002098,6.317527771,6.075233936,6.113908291,6.122367859,6.551390171
1491,6.385865688,6.286390305,6.1089921,6.127136707,6.169253349,6.56759882
1490,6.280881882,6.209491253,6.037151337,6.058838844,6.092252254,6.422244549
1489,6.326921463,6.145965576,5.992645741,5.957143307,5.966613293,6.362262249
1488,6.315793991,6.212219238,5.978251457,6.038431644,6.024840355,6.442327976
1487,6.252315044,6.159267902,6.000657558,5.980649948,5.968915939,6.37915659
1486,6.288081169,6.158233166,5.952919483,6.02365303,5.988474846,6.439996719
1485,6.230706215,6.114274979,5.963596344,5.960829735,5.950131416,6.345442772
1484,6.325496197,6.160768986,5.985822678,6.019192219,5.992687702,6.411479473
1483,6.267481804,6.17778635,5.954777718,5.992199898,6.015412331,6.441962719
1482,6.214715481,6.055075169,5.910618782,5.912079811,5.893764496,6.353933334
1481,6.175733566,6.047735691,5.857730865,5.834709644,5.832717419,6.277014256
1480,6.182611942,6.002484798,5.853685856,5.862485409,5.870574951,6.320335865
1479,6.188900471,5.998009682,5.809641838,5.847426414,5.832603931,6.274738789
1478,6.217930317,5.978833199,5.87379837,5.909533501,5.926572323,6.303953171
1477,6.092876911,5.947824001,5.833144188,5.846643448,5.838890553,6.287528515
1476,6.076683521,5.907122612,5.731506824,5.790743351,5.743188858,6.183089256
1475,6.094892025,5.982340336,5.816202641,5.811212063,5.808529377,6.230385303
1474,6.046256542,5.904409885,5.786190987,5.742650509,5.744254589,6.20852232
1473,6.035162926,5.942581177,5.76336813,5.794128418,5.772007942,6.224556446
1472,6.032786369,5.855503082,5.679857254,5.775002956,5.689840794,6.149067879
1471,6.054543495,5.855353832,5.731397629,5.777693748,5.717209339,6.179169655
1470,6.083874226,5.867119312,5.744860172,5.701856136,5.757639408,6.201452255
1469,6.089773178,5.861543179,5.729962349,5.756025791,5.719068527,6.168000221
1468,6.086022854,5.909920692,5.750990868,5.780618668,5.739597797,6.190265179
1467,6.02466917,5.845423222,5.646469116,5.738519192,5.649051666,6.169064999
1466,5.987716198,5.832876682,5.646988392,5.706237793,5.642520428,6.135196686
1465,6.091422558,5.858359337,5.687069893,5.751914978,5.670165062,6.207291603
1464,6.085051537,5.911800861,5.667792797,5.685545444,5.691903591,6.173037052
1463,6.067010403,5.939723492,5.663949013,5.731769085,5.64117384,6.186885834
1462,6.021334171,5.796841621,5.706447601,5.699701309,5.639811039,6.151004314
1461,5.959082127,5.792289257,5.619030952,5.62218523,5.630191803,6.121168137
1460,6.055720329,5.857700825,5.690139771,5.687886238,5.701097488,6.163599968
1459,5.995890141,5.798565865,5.639583588,5.718616962,5.682643414,6.1704669
1458,5.985956669,5.858717442,5.754475117,5.72516489,5.656023979,6.145360947
1457,5.932836056,5.808619976,5.617050171,5.611721992,5.610569,6.125362396
1456,5.997578621,5.847931385,5.705314159,5.69771862,5.670013905,6.153666973
1455,5.999981403,5.836814404,5.660118103,5.660816669,5.670965672,6.129371166
1454,5.924870014,5.783424854,5.654468536,5.609334469,5.614070415,6.061444759
1453,6.020847321,5.819634914,5.630791187,5.653595924,5.667961597,6.116884708
1452,5.978857517,5.763380527,5.60549593,5.649811268,5.641530037,6.03615284
1451,5.94950819,5.722933292,5.569460392,5.541622639,5.561748981,6.030056953
1450,5.968853474,5.804136276,5.636174202,5.642907143,5.594083309,6.116353989
1449,5.990683079,5.808742046,5.581478596,5.619764328,5.571753502,6.107732296
1448,5.990185738,5.772283077,5.642412186,5.629205704,5.64545393,6.11370945
1447,5.978494644,5.769872189,5.607507229,5.639314651,5.626117229,6.087727547
1446,5.969852448,5.751688004,5.623458862,5.621181965,5.572172642,6.070708752
1445,5.988591194,5.762855053,5.661414146,5.673913479,5.599379539,6.083116055
1444,5.945696354,5.725585938,5.580189228,5.614242077,5.572088718,6.038886547
1443,5.959687233,5.740496159,5.613767624,5.595405102,5.63822031,6.137681007
1442,5.952634811,5.728996754,5.576048851,5.599513054,5.614236832,6.069983006
1441,5.892540455,5.748666286,5.579921246,5.547551632,5.63460207,6.079320431
1440,5.914068699,5.760427475,5.603522301,5.591995239,5.58287096,6.079442978
1439,5.945026875,5.775541782,5.595834255,5.524518013,5.549316883,6.110633373
1438,5.937393188,5.791937828,5.568211079,5.55194521,5.575111389,6.073471546
1437,5.954652786,5.736980438,5.637806416,5.613833427,5.618856907,6.08669281
1436,6.002152443,5.769501686,5.624434948,5.622953892,5.680986404,6.106626987
1435,5.951551914,5.705274105,5.633308887,5.665093422,5.649456978,6.089265823
1434,6.016116619,5.768176556,5.632120609,5.613244534,5.634484768,6.134199142
1433,6.003117085,5.754184246,5.622304916,5.688378811,5.670187473,6.112062454
1432,5.94921875,5.731099606,5.600930214,5.626634121,5.578579903,6.04872942
1431,5.992067814,5.715315342,5.583915234,5.619526863,5.535314083,6.031975746
1430,5.913954735,5.743439674,5.589986324,5.600317478,5.584164619,6.056694508
1429,5.959951401,5.768717766,5.644913197,5.624512672,5.606791973,6.083801746
1428,5.90336895,5.746088982,5.615367413,5.628201485,5.605938435,6.04634285
1427,5.918963432,5.771618843,5.571345806,5.628638268,5.546759605,6.05246973
1426,6.020177364,5.79383564,5.666859627,5.68220377,5.653518677,6.116178513
1425,6.033891678,5.791670322,5.695624352,5.687464714,5.660881996,6.149893284
1424,6.027924061,5.784138203,5.613676548,5.685848236,5.630395412,6.09568119
1423,5.992799282,5.777458668,5.629320621,5.690631866,5.605900764,6.133998394
1422,5.999570847,5.864089966,5.647783279,5.689587116,5.680939198,6.118340969
1421,5.961952686,5.802731037,5.62744379,5.696197033,5.682497501,6.176051617
1420,5.971145153,5.813488483,5.636919975,5.675439358,5.661824226,6.108787537
1419,6.014576912,5.878781796,5.685364723,5.722443581,5.682081223,6.104734421
1418,5.972649097,5.805954933,5.653779507,5.705558777,5.687448025,6.131855965
1417,6.017897606,5.842225075,5.6882267,5.666770935,5.662498951,6.143041611
1416,6.070924759,5.855679989,5.683150291,5.708888054,5.727384567,6.127594948
1415,6.024020195,5.885622501,5.724365234,5.718613148,5.718759537,6.127427578
1414,6.040269852,5.886384964,5.755431652,5.795170784,5.772520065,6.225497723
1413,6.100750446,5.975901604,5.792541504,5.793453217,5.775586128,6.270383835
1412,6.144486904,5.996641636,5.829871655,5.835123539,5.792059898,6.241995335
1411,6.11809063,5.991772652,5.852443695,5.810859203,5.811088085,6.272496223
1410,6.148391724,5.988283157,5.831494331,5.887210846,5.833941936,6.265852451
1409,6.175125599,6.08682251,5.916455746,5.942224503,5.925636768,6.246872902
1408,6.291982651,6.125478268,5.999568939,5.977338314,5.966543198,6.376527309
1407,6.209163189,6.090165138,5.913506031,5.978441238,5.985731602,6.359852314
1406,6.215379238,6.121936798,5.95722723,5.974545479,5.98333931,6.366122723
1405,6.301218987,6.162499905,5.982456684,6.030207157,6.027044296,6.408214569
1404,6.351816654,6.22979641,6.112494469,6.117251873,6.119548321,6.469348907
1403,6.392169952,6.286026478,6.105619431,6.173179626,6.141377926,6.479383469
1402,6.527908325,6.413785934,6.248482227,6.314300537,6.24932766,6.586360931
1401,6.626494408,6.534527302,6.432336807,6.42852354,6.364521503,6.679663658
1400,6.637075424,6.531992435,6.383641243,6.516587734,6.421674252,6.766388416
1399,6.740964413,6.672784805,6.411708832,6.48793745,6.468688011,6.880952358
1398,6.800730705,6.775470734,6.560055733,6.577322483,6.523128033,6.863821507
1397,6.84876585,6.851924419,6.671499252,6.642189026,6.676140308,6.962528706
1396,6.964424133,6.903048515,6.714353085,6.68286705,6.728373528,7.011816502
1395,7.058938503,7.037881851,6.852342129,6.887303352,6.84280777,7.12955761
1394,7.201695442,7.14642477,6.978861809,6.952929497,6.998664856,7.270004749
1393,7.145889282,7.117026329,7.002738953,6.984909534,6.974318027,7.22885561
1392,7.318412304,7.23784256,7.109494686,7.139576912,7.153017998,7.308703423
1391,7.376535892,7.344697952,7.141797066,7.232468605,7.165866852,7.36906004
1390,7.455940723,7.432092667,7.298340797,7.335495949,7.35792017,7.494489193
1389,7.598108292,7.685319901,7.477224827,7.462286949,7.455840588,7.685534
1388,7.771526814,7.82494688,7.597830296,7.614000797,7.617281914,7.786560059
1387,8.016459465,8.075699806,7.935284615,7.899400711,7.83501339,7.958217144
1386,8.132460594,8.209833145,7.979827881,8.015960693,7.981036663,8.107156754
1385,8.370053291,8.395104408,8.202656746,8.213204384,8.184470177,8.26081562
1384,8.517311096,8.563191414,8.404883385,8.418165207,8.367178917,8.468110085
1383,8.665791512,8.664762497,8.496582985,8.587821007,8.542819023,8.533510208
1382,8.834170341,8.896992683,8.642773628,8.742087364,8.6876297,8.74847126
1381,8.971312523,9.046528816,8.882194519,8.873402596,8.844057083,8.853082657
1380,9.110429764,9.243050575,8.986150742,9.078006744,8.994286537,8.965836525
1379,9.292087555,9.405713081,9.209072113,9.223621368,9.125940323,9.185323715
1378,9.549525261,9.640321732,9.403888702,9.453384399,9.390987396,9.313280106
1377,9.686599731,9.802762032,9.554216385,9.610609055,9.53262043,9.505474091
1376,9.908493042,10.01740074,9.760192871,9.781338692,9.786540985,9.699420929
1375,10.06204987,10.22449493,9.966808319,10.01689625,9.982368469,9.78939724
1374,10.25439167,10.33629417,10.09771442,10.15083027,10.16220188,9.949551582
1373,10.3620224,10.48469734,10.24244785,10.28687191,10.21543789,10.09010506
1372,10.45080948,10.5910368,10.39309692,10.45627308,10.30455112,10.21182728
1371,10.51336575,10.66140461,10.45633984,10.48945904,10.39754295,10.21191692
1370,10.66105652,10.80406094,10.58182812,10.65169144,10.55718803,10.39278984
1369,10.73451519,10.88140488,10.65763187,10.73250008,10.75336361,10.48315811
1368,10.86612701,11.02971554,10.79647732,10.84231949,10.80094242,10.56353855
1367,11.05058861,11.1777277,10.95762062,10.99515152,10.93678379,10.68711758
1366,11.18318176,11.302742,11.12109756,11.12792969,11.07332706,10.80595398
1365,11.28305626,11.44418526,11.13432598,11.29412174,11.18566132,10.84587765
1364,11.4524765,11.69688702,11.39498615,11.4795208,11.35706806,11.0917244
1363,11.60802174,11.78693962,11.55034637,11.62799931,11.5482626,11.21319771
1362,11.67633343,11.94984436,11.77509689,11.72729969,11.69345188,11.37003517
1361,11.87011051,12.03666019,11.89803982,11.85412312,11.81428051,11.47551155
1360,11.9910965,12.18901062,11.89510536,12.00172234,11.92974377,11.59009266
1359,12.17101192,12.34585571,12.1240797,12.16009426,12.09593296,11.75442028
1358,12.34884739,12.57099628,12.29049015,12.33289719,12.26914978,11.95975971
1357,12.47175121,12.69042015,12.40198517,12.45881462,12.35171509,11.99656391
1356,12.73849773,12.87184334,12.63097382,12.66733074,12.58139801,12.27583408
1355,12.8014164,12.94845676,12.67124557,12.74427319,12.66415977,12.28972054
1354,12.89207745,13.06210709,12.8461895,12.84967995,12.84823704,12.4083395
1353,13.07020664,13.25894547,12.98366928,13.01865292,13.00365734,12.61582661
1352,13.19339848,13.30827808,13.05439758,13.14162636,13.06228828,12.72336102
1351,13.34277248,13.50912762,13.26439571,13.31302929,13.25048637,12.83883286
1350,13.44821262,13.66411781,13.4276104,13.45601082,13.41808605,12.97026443
1349,13.55548954,13.82043648,13.5445385,13.56995964,13.51840973,13.0779953
1348,13.66599083,13.8554306,13.60424328,13.64476395,13.59782028,13.13904953
1347,13.76031685,13.99573517,13.73608971,13.81075668,13.75743484,13.28252125
1346,13.90992737,14.0929966,13.90421581,13.93225384,13.79735661,13.36281013
1345,14.10675812,14.34907627,14.01751232,14.08919525,13.99390507,13.50910378
1344,14.17308903,14.48263264,14.18198967,14.21092129,14.1549902,13.6459713
1343,14.40505409,14.59592438,14.33360767,14.41532993,14.26921749,13.80768585
1342,14.54992008,14.7685051,14.50785446,14.56573772,14.43619442,13.92456722
1341,14.7170496,15.02283382,14.7196312,14.75581551,14.64581299,14.15431023
1340,14.90041924,15.13960648,14.92734718,14.92908192,14.85957813,14.31740379
1339,15.04737091,15.37684345,15.14696598,15.19092751,15.05667114,14.45461369
1338,15.24010563,15.56319046,15.23409462,15.27763271,15.18938351,14.60866451
1337,15.47617149,15.75610828,15.4820528,15.55512524,15.46398735,14.84264278
1336,15.622756,15.95142078,15.73477364,15.78173447,15.62838078,14.96131611
1335,15.88353062,16.15207863,15.92632866,16.00385666,15.85152626,15.18402672
1334,16.12496758,16.49994278,16.2273674,16.28914833,16.16116333,15.40768623
1333,16.35834885,16.74799156,16.40191841,16.53325653,16.41859818,15.63759899
1332,16.61787987,16.98266983,16.74139404,16.73360062,16.63499451,15.85796928
1331,16.84200668,17.24464417,16.88112259,16.98594475,16.86997604,16.06888962
1330,17.11912346,17.46755981,17.19738197,17.19935608,17.08445358,16.32188225
1329,17.34251595,17.74526787,17.46850204,17.52296638,17.38885117,16.51489067
1328,17.59327126,18.03480911,17.70473862,17.79055977,17.6613369,16.76294899
1327,17.74636078,18.15768051,17.88114166,17.95918274,17.82473946,16.92344666
1326,18.01611137,18.4494381,18.10666275,18.22730637,18.06173897,17.16311646
1325,18.24111176,18.66587639,18.34201622,18.4518795,18.26772499,17.32165146
1324,18.40012741,18.88109779,18.57548141,18.62242126,18.51525879,17.5494976
1323,18.67305756,19.0734539,18.75371933,18.84055901,18.71902275,17.76047707
1322,18.83201027,19.23065186,18.96915054,19.04590034,18.91893959,17.88024521
1321,19.02192497,19.47995758,19.18169022,19.16907883,19.1354599,18.08661652
1320,19.2496357,19.72813988,19.41953659,19.45887566,19.37480736,18.32516861
1319,19.37057114,19.86787987,19.57450294,19.62149048,19.51024628,18.40720558
1318,19.61135292,20.07368088,19.76840782,19.8129425,19.67030334,18.61217308
1317,19.73439026,20.22950745,19.88073158,20.01005173,19.8890686,18.74254036
1316,19.92764473,20.40031624,20.10881424,20.12114525,20.06293869,18.91027641
1315,20.15461349,20.60928726,20.3350296,20.34913635,20.22652245,19.09402847
1314,20.30943871,20.74051666,20.46409798,20.47878075,20.40837479,19.24946213
1313,20.41689491,20.88375282,20.6303463,20.73940086,20.53787994,19.41103554
1312,20.57223701,21.05461884,20.75391388,20.85064125,20.65815353,19.48951721
1311,20.78130531,21.2583046,20.93739319,21.00604248,20.94693565,19.704216
1310,20.93941689,21.40764236,21.11933327,21.19018364,21.07323647,19.89858818
1309,21.00273132,21.56072235,21.23009109,21.25663376,21.12074471,19.89599991
1308,21.205616,21.65472221,21.38796425,21.48194313,21.31348228,20.09165955
1307,21.34306335,21.85287094,21.52908325,21.57336998,21.44659805,20.28196335
1306,21.54698181,21.96572304,21.69912148,21.7876873,21.60217667,20.41819191
1305,21.63693237,22.20728493,21.91287041,21.93677521,21.78408432,20.51135635
1304,21.80582047,22.31986618,22.0406971,22.01505852,21.86885262,20.63807487
1303,21.96563721,22.42292786,22.1433239,22.1940136,22.02934837,20.7957859
1302,22.02882385,22.53499413,22.22799873,22.30008888,22.11361694,20.84542274
1301,22.18904114,22.6950264,22.36294746,22.44351959,22.28300667,21.04184151
1300,22.25220108,22.80406189,22.5122757,22.59989357,22.42081451,21.14139557
1299,22.47178078,22.96839142,22.64415169,22.72696114,22.55212212,21.26267624
1298,22.51163673,23.05029869,22.70413017,22.79417038,22.65141678,21.33964348
1297,22.65740967,23.17950439,22.85787392,22.85046196,22.73201561,21.44362831
1296,22.78395844,23.2495327,23.01768494,23.00399208,22.90033531,21.53451157
1295,22.8592453,23.37815666,23.04008865,23.12075996,22.98217773,21.60946655
1294,22.92364883,23.40823174,23.15847778,23.16065025,23.07694626,21.72322464
1293,23.05903816,23.56946564,23.2667675,23.34440422,23.20081329,21.78678131
1292,23.10343742,23.61343193,23.32843018,23.36027527,23.26025581,21.89383698
1291,23.26206779,23.7206707,23.47620201,23.52085495,23.36615562,21.93216324
1290,23.35766029,23.85946465,23.55319977,23.59025955,23.47213173,22.0616169
1289,23.40106583,23.92973137,23.62352371,23.69449806,23.51072311,22.17226028
1288,23.48515892,24.04068756,23.64368439,23.8012085,23.60845375,22.2975769
1287,23.58040237,24.11048698,23.7353344,23.88944817,23.70347977,22.33882332
1286,23.66239738,24.16064835,23.90255547,23.90533066,23.74032211,22.36084747
