time,samplenumber,MQ-2,MQ-4,MQ-5,MQ-7,day,hop
1208.3,44,0.61,0.37,0.255,0.58,4,4
1209.1,44,0.61,0.37,0.265,0.585,4,4
1209.9,44,0.605,0.375,0.25,0.58,4,4
1210.7,44,0.61,0.37,0.26,0.58,4,4
1211.5,44,0.61,0.375,0.26,0.58,4,4
1212.3,44,0.605,0.375,0.26,0.58,4,4
1213.2,44,0.605,0.37,0.26,0.575,4,4
1214,44,0.605,0.37,0.26,0.58,4,4
1214.8,44,0.61,0.37,0.255,0.58,4,4
1215.6,44,0.61,0.37,0.26,0.58,4,4
1216.4,44,0.61,0.375,0.26,0.58,4,4
1217.2,44,0.61,0.37,0.255,0.58,4,4
1218,44,0.61,0.37,0.255,0.58,4,4
1218.8,44,0.61,0.37,0.255,0.58,4,4
1219.6,44,0.61,0.375,0.265,0.59,4,4
1220.4,44,0.61,0.38,0.26,0.585,4,4
1221.2,44,0.605,0.38,0.25,0.585,4,4
1222,44,0.61,0.375,0.26,0.59,4,4
1222.8,44,0.61,0.375,0.26,0.59,4,4
1223.6,44,0.61,0.375,0.255,0.59,4,4
1224.4,44,0.61,0.375,0.26,0.59,4,4
1225.3,44,0.61,0.37,0.26,0.59,4,4
1226.1,44,0.61,0.37,0.255,0.585,4,4
1226.9,44,0.61,0.38,0.265,0.59,4,4
1227.7,44,0.61,0.375,0.26,0.59,4,4
1228.5,44,0.61,0.375,0.265,0.59,4,4
1229.3,44,0.61,0.375,0.265,0.59,4,4
1230.1,44,0.61,0.375,0.255,0.59,4,4
1230.9,44,0.61,0.38,0.265,0.59,4,4
1231.7,44,0.61,0.375,0.265,0.59,4,4
1232.5,44,0.61,0.375,0.265,0.59,4,4
1233.3,44,0.61,0.375,0.265,0.59,4,4
1234.1,44,0.61,0.38,0.265,0.6,4,4
1234.9,44,0.61,0.38,0.265,0.59,4,4
1235.7,44,0.61,0.375,0.265,0.59,4,4
1236.5,44,0.61,0.38,0.26,0.595,4,4
1237.3,44,0.61,0.38,0.26,0.6,4,4
1238.2,44,0.61,0.38,0.26,0.6,4,4
1239,44,0.61,0.38,0.26,0.6,4,4
1239.8,44,0.61,0.38,0.265,0.6,4,4
1240.6,44,0.61,0.38,0.265,0.6,4,4
1241.4,44,0.61,0.38,0.265,0.6,4,4
1242.2,44,0.61,0.38,0.265,0.6,4,4
1243,44,0.61,0.38,0.265,0.6,4,4
1243.8,44,0.61,0.38,0.265,0.6,4,4
1244.6,44,0.61,0.38,0.265,0.605,4,4
1245.4,44,0.61,0.385,0.27,0.595,4,4
1246.2,44,0.61,0.38,0.265,0.6,4,4
1247,44,0.61,0.385,0.265,0.6,4,4
1247.8,44,0.61,0.385,0.265,0.6,4,4
1248.6,44,0.61,0.385,0.265,0.6,4,4
1249.4,44,0.61,0.385,0.265,0.6,4,4
1250.3,44,0.61,0.385,0.26,0.605,4,4
1251.1,44,0.615,0.385,0.265,0.605,4,4
1251.9,44,0.61,0.38,0.265,0.6,4,4
1252.7,44,0.615,0.385,0.265,0.6,4,4
1253.5,44,0.62,0.39,0.265,0.61,4,4
1254.3,44,0.62,0.38,0.265,0.61,4,4
1255.1,44,0.62,0.385,0.265,0.61,4,4
1255.9,44,0.62,0.385,0.265,0.61,4,4
1256.7,44,0.615,0.39,0.265,0.61,4,4
1257.5,44,0.62,0.38,0.265,0.61,4,4
1258.3,44,0.62,0.385,0.27,0.61,4,4
1259.1,44,0.62,0.39,0.265,0.605,4,4
1259.9,44,0.62,0.375,0.265,0.61,4,4
1260.7,44,0.62,0.39,0.265,0.61,4,4
1261.6,44,0.62,0.385,0.265,0.61,4,4
1262.4,44,0.62,0.38,0.265,0.61,4,4
1263.2,44,0.62,0.385,0.275,0.605,4,4
1264,44,0.62,0.39,0.265,0.61,4,4
1264.8,44,0.62,0.38,0.265,0.605,4,4
1265.6,44,0.62,0.385,0.265,0.61,4,4
1266.4,44,0.62,0.385,0.27,0.61,4,4
1267.2,44,0.62,0.385,0.275,0.605,4,4
1268,44,0.62,0.385,0.265,0.61,4,4
1268.8,44,0.62,0.385,0.26,0.61,4,4
1269.6,44,0.62,0.395,0.26,0.615,4,4
1270.4,44,0.62,0.38,0.265,0.61,4,4
1271.2,44,0.62,0.39,0.27,0.61,4,4
1272,44,0.62,0.385,0.265,0.61,4,4
1272.8,44,0.62,0.38,0.265,0.61,4,4
1273.7,44,0.62,0.39,0.265,0.61,4,4
1274.5,44,0.62,0.385,0.27,0.61,4,4
1275.3,44,0.62,0.39,0.26,0.615,4,4
1276.1,44,0.62,0.39,0.265,0.605,4,4
1276.9,44,0.62,0.385,0.265,0.61,4,4
1277.7,44,0.62,0.39,0.265,0.62,4,4
1278.5,44,0.62,0.39,0.27,0.61,4,4
1279.3,44,0.62,0.385,0.27,0.615,4,4
1280.1,44,0.62,0.39,0.265,0.615,4,4
1280.9,44,0.62,0.385,0.265,0.62,4,4
1281.7,44,0.62,0.385,0.265,0.61,4,4
1282.5,44,0.62,0.395,0.27,0.62,4,4
1283.3,44,0.62,0.39,0.27,0.62,4,4
1284.1,44,0.62,0.385,0.27,0.615,4,4
1284.9,44,0.62,0.395,0.265,0.62,4,4
1248.8,43,0.735,0.485,0.315,0.71,4,4
1248,43,0.725,0.48,0.315,0.71,4,4
1247.2,43,0.725,0.48,0.32,0.71,4,4
1246.4,43,0.725,0.48,0.32,0.71,4,4
1245.6,43,0.725,0.475,0.32,0.71,4,4
1244.8,43,0.725,0.48,0.32,0.71,4,4
1244,43,0.725,0.48,0.315,0.71,4,4
1243.1,43,0.725,0.48,0.32,0.705,4,4
1242.3,43,0.725,0.47,0.315,0.71,4,4
1241.5,43,0.725,0.48,0.315,0.71,4,4
1240.7,43,0.725,0.47,0.315,0.705,4,4
1239.9,43,0.725,0.48,0.31,0.71,4,4
1239.1,43,0.725,0.48,0.32,0.71,4,4
1238.3,43,0.725,0.47,0.31,0.71,4,4
1237.5,43,0.725,0.48,0.315,0.71,4,4
1236.7,43,0.725,0.48,0.315,0.705,4,4
1235.9,43,0.725,0.475,0.32,0.705,4,4
1235.1,43,0.725,0.47,0.32,0.705,4,4
1234.3,43,0.725,0.47,0.315,0.705,4,4
1233.5,43,0.725,0.485,0.32,0.705,4,4
1232.7,43,0.725,0.475,0.315,0.71,4,4
1231.9,43,0.725,0.475,0.31,0.705,4,4
1231,43,0.725,0.475,0.315,0.705,4,4
1230.2,43,0.725,0.475,0.315,0.71,4,4
1229.4,43,0.725,0.47,0.31,0.705,4,4
1228.6,43,0.725,0.465,0.31,0.7,4,4
1227.8,43,0.725,0.47,0.31,0.705,4,4
1227,43,0.725,0.47,0.32,0.7,4,4
1226.2,43,0.725,0.465,0.315,0.7,4,4
1225.4,43,0.725,0.47,0.31,0.7,4,4
1224.6,43,0.725,0.475,0.31,0.7,4,4
1223.8,43,0.725,0.47,0.31,0.7,4,4
1223,43,0.725,0.47,0.31,0.7,4,4
1222.2,43,0.725,0.475,0.31,0.7,4,4
1221.4,43,0.725,0.47,0.31,0.7,4,4
1220.6,43,0.725,0.475,0.31,0.7,4,4
1219.8,43,0.725,0.47,0.315,0.7,4,4
1218.9,43,0.725,0.475,0.31,0.7,4,4
1159.3,43,0.705,0.455,0.31,0.67,4,4
1218.1,43,0.72,0.475,0.31,0.7,4,4
1217.3,43,0.72,0.47,0.31,0.7,4,4
1216.5,43,0.72,0.475,0.315,0.695,4,4
1215.7,43,0.715,0.475,0.31,0.7,4,4
1214.9,43,0.715,0.47,0.31,0.7,4,4
1214.1,43,0.715,0.475,0.315,0.7,4,4
1213.3,43,0.715,0.47,0.31,0.7,4,4
1212.5,43,0.715,0.47,0.31,0.7,4,4
1211.7,43,0.715,0.475,0.315,0.69,4,4
1210.9,43,0.715,0.47,0.31,0.695,4,4
1210.1,43,0.715,0.47,0.31,0.7,4,4
1209.3,43,0.715,0.47,0.31,0.7,4,4
1208.5,43,0.715,0.465,0.31,0.7,4,4
1207.7,43,0.715,0.47,0.31,0.7,4,4
1206.8,43,0.715,0.465,0.31,0.69,4,4
1206,43,0.72,0.465,0.31,0.69,4,4
1205.2,43,0.715,0.47,0.31,0.69,4,4
1204.4,43,0.715,0.465,0.31,0.695,4,4
1203.6,43,0.715,0.47,0.31,0.695,4,4
1202.8,43,0.715,0.47,0.31,0.69,4,4
1202,43,0.72,0.465,0.31,0.69,4,4
1201.2,43,0.715,0.47,0.305,0.69,4,4
1200.4,43,0.715,0.47,0.31,0.69,4,4
1199.6,43,0.715,0.48,0.31,0.69,4,4
1198.8,43,0.715,0.465,0.31,0.69,4,4
1198,43,0.715,0.47,0.31,0.69,4,4
1197.2,43,0.715,0.47,0.31,0.69,4,4
1196.4,43,0.715,0.47,0.31,0.69,4,4
1195.6,43,0.715,0.47,0.31,0.69,4,4
1194.8,43,0.715,0.47,0.31,0.69,4,4
1193.9,43,0.715,0.47,0.31,0.69,4,4
1193.1,43,0.715,0.47,0.31,0.69,4,4
1192.3,43,0.715,0.47,0.31,0.695,4,4
1191.5,43,0.715,0.46,0.31,0.69,4,4
1190.7,43,0.715,0.47,0.315,0.69,4,4
1189.9,43,0.715,0.465,0.31,0.69,4,4
1189.1,43,0.715,0.465,0.31,0.69,4,4
1188.3,43,0.715,0.465,0.31,0.69,4,4
1187.5,43,0.715,0.465,0.31,0.69,4,4
1186.7,43,0.715,0.465,0.31,0.69,4,4
1185.9,43,0.715,0.465,0.31,0.685,4,4
1185.1,43,0.715,0.465,0.31,0.69,4,4
1184.3,43,0.715,0.465,0.31,0.685,4,4
1183.5,43,0.715,0.46,0.31,0.685,4,4
1182.6,43,0.715,0.465,0.31,0.685,4,4
1181.8,43,0.71,0.465,0.31,0.685,4,4
1181,43,0.705,0.46,0.31,0.68,4,4
1180.2,43,0.705,0.465,0.31,0.69,4,4
1179.4,43,0.705,0.46,0.31,0.68,4,4
1178.6,43,0.705,0.46,0.31,0.68,4,4
1177.8,43,0.705,0.465,0.31,0.68,4,4
1177,43,0.705,0.46,0.31,0.68,4,4
1176.2,43,0.705,0.455,0.31,0.68,4,4
1175.4,43,0.705,0.47,0.31,0.68,4,4
1174.6,43,0.705,0.46,0.31,0.68,4,4
1173.8,43,0.705,0.46,0.31,0.68,4,4
1173,43,0.705,0.46,0.31,0.685,4,4
1172.2,43,0.705,0.46,0.31,0.68,4,4
1171.4,43,0.705,0.46,0.305,0.68,4,4
1170.5,43,0.705,0.46,0.31,0.68,4,4
1169.7,43,0.705,0.455,0.305,0.68,4,4
1168.9,43,0.705,0.46,0.31,0.68,4,4
1168.1,43,0.705,0.455,0.3,0.68,4,4
1167.3,43,0.705,0.46,0.305,0.68,4,4
1166.5,43,0.705,0.46,0.305,0.68,4,4
1165.7,43,0.705,0.46,0.305,0.675,4,4
1164.9,43,0.7,0.455,0.31,0.67,4,4
1164.1,43,0.705,0.46,0.3,0.67,4,4
1163.3,43,0.705,0.445,0.305,0.675,4,4
1162.5,43,0.705,0.45,0.31,0.67,4,4
1161.7,43,0.705,0.455,0.3,0.67,4,4
1160.9,43,0.705,0.445,0.305,0.67,4,4
1160.1,43,0.705,0.455,0.305,0.665,4,4
1156.8,43,0.705,0.46,0.31,0.67,4,4
1158.5,43,0.705,0.455,0.305,0.67,4,4
1157.6,43,0.705,0.455,0.31,0.67,4,4
1128.6,43,0.695,0.45,0.3,0.665,4,4
1156,43,0.705,0.46,0.31,0.67,4,4
1155.2,43,0.705,0.46,0.31,0.67,4,4
1154.4,43,0.705,0.46,0.305,0.67,4,4
1153.6,43,0.705,0.46,0.31,0.67,4,4
1152.8,43,0.705,0.46,0.31,0.67,4,4
1152,43,0.705,0.46,0.31,0.67,4,4
1151.2,43,0.705,0.455,0.3,0.67,4,4
1150.4,43,0.705,0.45,0.3,0.67,4,4
1149.6,43,0.705,0.45,0.3,0.67,4,4
1148.8,43,0.705,0.455,0.305,0.67,4,4
1148,43,0.705,0.455,0.3,0.67,4,4
1147.2,43,0.705,0.455,0.31,0.67,4,4
1146.3,43,0.705,0.455,0.31,0.67,4,4
1145.5,43,0.705,0.455,0.305,0.67,4,4
1144.7,43,0.705,0.455,0.295,0.67,4,4
1143.9,43,0.705,0.45,0.3,0.67,4,4
1143.1,43,0.705,0.45,0.3,0.67,4,4
1142.3,43,0.705,0.455,0.305,0.67,4,4
1141.5,43,0.705,0.455,0.305,0.67,4,4
1140.7,43,0.705,0.45,0.305,0.67,4,4
1139.9,43,0.705,0.455,0.3,0.67,4,4
1139.1,43,0.7,0.455,0.31,0.665,4,4
1138.3,43,0.7,0.45,0.3,0.67,4,4
1137.5,43,0.7,0.45,0.31,0.67,4,4
1136.7,43,0.695,0.45,0.3,0.67,4,4
1135.9,43,0.7,0.45,0.31,0.67,4,4
1135.1,43,0.695,0.45,0.305,0.67,4,4
1134.2,43,0.7,0.455,0.3,0.67,4,4
1133.4,43,0.695,0.45,0.305,0.67,4,4
1132.6,43,0.695,0.45,0.3,0.665,4,4
1131.8,43,0.695,0.45,0.3,0.67,4,4
1131,43,0.695,0.45,0.3,0.67,4,4
1130.2,43,0.695,0.445,0.3,0.665,4,4
1209.3,47,0.68,0.44,0.3,0.79,4,6
1129.4,43,0.695,0.45,0.3,0.66,4,4
1160.7,37,0.87,0.59,0.325,0.99,4,1
1161.5,37,0.87,0.595,0.315,0.99,4,1
1162.3,37,0.87,0.595,0.315,0.99,4,1
1163.1,37,0.87,0.585,0.315,0.99,4,1
1163.9,37,0.87,0.595,0.32,0.99,4,1
1164.8,37,0.87,0.59,0.32,0.99,4,1
1165.6,37,0.87,0.59,0.32,1,4,1
1166.4,37,0.87,0.59,0.315,0.99,4,1
1167.2,37,0.87,0.595,0.31,0.99,4,1
1168,37,0.87,0.595,0.32,0.99,4,1
1168.8,37,0.87,0.595,0.32,0.99,4,1
1169.6,37,0.87,0.595,0.31,0.99,4,1
1170.4,37,0.87,0.595,0.32,0.995,4,1
1171.2,37,0.87,0.595,0.32,1,4,1
1172,37,0.87,0.595,0.33,0.99,4,1
1172.8,37,0.87,0.595,0.32,1,4,1
1173.6,37,0.87,0.595,0.32,0.995,4,1
1174.4,37,0.875,0.595,0.32,1,4,1
1175.2,37,0.87,0.595,0.32,1,4,1
1176,37,0.87,0.595,0.32,1,4,1
1176.9,37,0.875,0.595,0.32,0.995,4,1
1177.7,37,0.87,0.595,0.315,1,4,1
1178.5,37,0.875,0.595,0.32,1,4,1
1179.3,37,0.88,0.6,0.32,1,4,1
1180.1,37,0.875,0.605,0.32,1,4,1
1180.9,37,0.88,0.6,0.32,1,4,1
1181.7,37,0.88,0.605,0.32,1,4,1
1182.5,37,0.88,0.595,0.32,1,4,1
1183.3,37,0.88,0.6,0.32,1,4,1
1184.1,37,0.88,0.605,0.32,1,4,1
1184.9,37,0.88,0.6,0.32,0.995,4,1
1185.7,37,0.88,0.595,0.32,0.995,4,1
1186.5,37,0.88,0.6,0.32,0.995,4,1
1187.3,37,0.88,0.6,0.33,1,4,1
1188.1,37,0.88,0.6,0.32,1,4,1
1188.9,37,0.88,0.605,0.315,1,4,1
1189.8,37,0.88,0.6,0.325,1,4,1
1190.6,37,0.88,0.6,0.32,1,4,1
1191.4,37,0.88,0.595,0.32,1,4,1
1192.2,37,0.88,0.595,0.32,1,4,1
1193,37,0.88,0.595,0.32,1,4,1
1193.8,37,0.88,0.59,0.32,1,4,1
1194.6,37,0.88,0.59,0.32,1,4,1
1195.4,37,0.88,0.6,0.32,1,4,1
1196.2,37,0.88,0.6,0.32,1,4,1
1197,37,0.88,0.6,0.32,1,4,1
1197.8,37,0.88,0.605,0.32,1,4,1
1198.6,37,0.88,0.605,0.325,1,4,1
1199.4,37,0.88,0.6,0.32,1,4,1
1200.2,37,0.88,0.6,0.32,1,4,1
1201,37,0.88,0.605,0.32,1,4,1
1201.9,37,0.88,0.595,0.325,1,4,1
1202.7,37,0.88,0.605,0.32,1,4,1
1203.5,37,0.88,0.605,0.32,1,4,1
1204.3,37,0.88,0.605,0.315,1,4,1
1205.1,37,0.88,0.605,0.32,1,4,1
1205.9,37,0.88,0.6,0.32,1,4,1
1206.7,37,0.88,0.6,0.32,1.005,4,1
1207.5,37,0.88,0.605,0.32,1.005,4,1
1208.3,37,0.88,0.605,0.325,1,4,1
1209.1,37,0.88,0.605,0.32,1.01,4,1
1209.9,37,0.88,0.605,0.325,1.01,4,1
1210.7,37,0.88,0.605,0.32,1.01,4,1
1211.5,37,0.88,0.61,0.32,1.01,4,1
1212.3,37,0.88,0.605,0.325,1.01,4,1
1213.2,37,0.88,0.605,0.32,1.01,4,1
1214,37,0.885,0.605,0.315,1.01,4,1
1214.8,37,0.885,0.605,0.315,1.01,4,1
1215.6,37,0.88,0.605,0.32,1.01,4,1
1216.4,37,0.89,0.615,0.325,1.01,4,1
1217.2,37,0.89,0.605,0.32,1.01,4,1
1218,37,0.89,0.61,0.325,1.01,4,1
1218.8,37,0.89,0.61,0.32,1.01,4,1
1219.6,37,0.89,0.605,0.32,1.01,4,1
1220.4,37,0.89,0.6,0.32,1.01,4,1
1221.2,37,0.89,0.605,0.315,1.01,4,1
1222,37,0.89,0.61,0.32,1.01,4,1
1222.8,37,0.89,0.61,0.315,1.015,4,1
1223.6,37,0.89,0.605,0.32,1.015,4,1
1224.4,37,0.89,0.605,0.32,1.015,4,1
1225.2,37,0.89,0.61,0.325,1.01,4,1
1226.1,37,0.89,0.61,0.32,1.02,4,1
1226.9,37,0.89,0.61,0.32,1.02,4,1
1227.7,37,0.89,0.62,0.325,1.02,4,1
1228.5,37,0.89,0.615,0.325,1.02,4,1
1229.3,37,0.89,0.615,0.32,1.02,4,1
1230.1,37,0.89,0.615,0.325,1.015,4,1
1230.9,37,0.89,0.61,0.325,1.02,4,1
1231.7,37,0.89,0.615,0.325,1.02,4,1
1232.5,37,0.89,0.62,0.32,1.02,4,1
1233.3,37,0.89,0.61,0.325,1.02,4,1
1234.1,37,0.89,0.615,0.33,1.02,4,1
1234.9,37,0.89,0.61,0.33,1.02,4,1
1235.7,37,0.89,0.61,0.325,1.02,4,1
1236.5,37,0.89,0.615,0.33,1.02,4,1
1237.3,37,0.89,0.615,0.325,1.02,4,1
1238.2,37,0.89,0.615,0.325,1.02,4,1
1239,37,0.89,0.615,0.325,1.02,4,1
1239.8,37,0.89,0.615,0.33,1.02,4,1
1240.6,37,0.89,0.62,0.335,1.02,4,1
1241.4,37,0.89,0.615,0.33,1.02,4,1
1242.2,37,0.89,0.615,0.33,1.02,4,1
1243,37,0.89,0.62,0.32,1.02,4,1
1243.8,37,0.895,0.615,0.33,1.025,4,1
1244.6,37,0.895,0.61,0.325,1.02,4,1
1245.4,37,0.9,0.62,0.335,1.025,4,1
1246.2,37,0.9,0.62,0.33,1.025,4,1
1247,37,0.895,0.615,0.33,1.025,4,1
1247.8,37,0.9,0.615,0.33,1.025,4,1
1248.6,37,0.9,0.615,0.33,1.03,4,1
1249.4,37,0.9,0.62,0.325,1.03,4,1
1250.3,37,0.9,0.62,0.325,1.03,4,1
1251.9,37,0.9,0.625,0.33,1.03,4,1
1252.7,37,0.9,0.625,0.335,1.03,4,1
1253.5,37,0.9,0.62,0.325,1.03,4,1
1254.3,37,0.9,0.625,0.33,1.025,4,1
1255.1,37,0.9,0.625,0.33,1.03,4,1
1255.9,37,0.9,0.62,0.325,1.025,4,1
1256.7,37,0.9,0.615,0.33,1.03,4,1
1257.5,37,0.9,0.625,0.33,1.03,4,1
1258.3,37,0.9,0.62,0.33,1.03,4,1
1259.1,37,0.9,0.625,0.33,1.03,4,1
1259.9,37,0.9,0.625,0.33,1.03,4,1
1260.7,37,0.9,0.625,0.33,1.03,4,1
1261.5,37,0.9,0.63,0.33,1.03,4,1
1262.4,37,0.9,0.63,0.33,1.03,4,1
1263.2,37,0.9,0.625,0.33,1.03,4,1
1264,37,0.9,0.625,0.33,1.035,4,1
1264.8,37,0.9,0.625,0.33,1.03,4,1
1265.6,37,0.9,0.625,0.33,1.03,4,1
1266.4,37,0.9,0.625,0.33,1.04,4,1
1267.2,37,0.9,0.63,0.325,1.03,4,1
1268,37,0.9,0.625,0.33,1.035,4,1
1268.8,37,0.9,0.63,0.33,1.035,4,1
1269.6,37,0.9,0.625,0.33,1.04,4,1
1270.4,37,0.9,0.625,0.33,1.04,4,1
1271.2,37,0.9,0.625,0.33,1.04,4,1
1272,37,0.9,0.625,0.33,1.04,4,1
1272.8,37,0.9,0.625,0.335,1.035,4,1
1273.6,37,0.9,0.625,0.33,1.04,4,1
1274.5,37,0.9,0.63,0.33,1.04,4,1
1275.3,37,0.9,0.625,0.33,1.04,4,1
1276.1,37,0.9,0.625,0.33,1.04,4,1
1276.9,37,0.9,0.63,0.33,1.04,4,1
1277.7,37,0.905,0.625,0.335,1.04,4,1
1278.5,37,0.905,0.63,0.33,1.04,4,1
1279.3,37,0.905,0.63,0.33,1.035,4,1
1280.1,37,0.905,0.625,0.33,1.04,4,1
1280.9,37,0.91,0.635,0.33,1.04,4,1
1251.1,37,0.9,0.625,0.325,1.03,4,1
1162.5,38,0.84,0.575,0.32,0.9,4,1
1163.3,38,0.84,0.575,0.325,0.895,4,1
1164.1,38,0.84,0.58,0.32,0.9,4,1
1164.9,38,0.84,0.58,0.325,0.9,4,1
1165.7,38,0.84,0.575,0.33,0.9,4,1
1166.5,38,0.84,0.58,0.33,0.9,4,1
1167.3,38,0.84,0.575,0.33,0.9,4,1
1168.1,38,0.84,0.575,0.325,0.9,4,1
1168.9,38,0.84,0.575,0.325,0.9,4,1
1169.7,38,0.84,0.575,0.33,0.9,4,1
1170.5,38,0.84,0.575,0.33,0.9,4,1
1171.3,38,0.84,0.575,0.325,0.9,4,1
1172.2,38,0.84,0.575,0.33,0.9,4,1
1173,38,0.84,0.575,0.325,0.9,4,1
1173.8,38,0.84,0.58,0.33,0.9,4,1
1174.6,38,0.84,0.58,0.33,0.9,4,1
1175.4,38,0.84,0.575,0.325,0.9,4,1
1176.2,38,0.84,0.575,0.33,0.9,4,1
1177,38,0.84,0.575,0.33,0.9,4,1
1177.8,38,0.84,0.58,0.325,0.9,4,1
1178.6,38,0.84,0.575,0.325,0.9,4,1
1179.4,38,0.84,0.58,0.325,0.9,4,1
1180.2,38,0.84,0.58,0.325,0.9,4,1
1181,38,0.84,0.58,0.33,0.9,4,1
1181.8,38,0.84,0.58,0.33,0.9,4,1
1182.6,38,0.84,0.585,0.33,0.9,4,1
1183.4,38,0.84,0.575,0.325,0.9,4,1
1184.3,38,0.84,0.58,0.33,0.9,4,1
1185.1,38,0.84,0.58,0.325,0.9,4,1
1185.9,38,0.84,0.58,0.325,0.9,4,1
1186.7,38,0.84,0.575,0.33,0.9,4,1
1187.5,38,0.84,0.58,0.325,0.9,4,1
1188.3,38,0.84,0.58,0.33,0.9,4,1
1189.1,38,0.84,0.575,0.325,0.9,4,1
1189.9,38,0.84,0.575,0.325,0.9,4,1
1190.7,38,0.84,0.58,0.33,0.9,4,1
1191.5,38,0.84,0.585,0.335,0.9,4,1
1192.3,38,0.845,0.58,0.33,0.9,4,1
1193.1,38,0.845,0.58,0.335,0.9,4,1
1193.9,38,0.85,0.585,0.325,0.9,4,1
1194.7,38,0.845,0.585,0.33,0.9,4,1
1195.5,38,0.85,0.58,0.32,0.9,4,1
1196.4,38,0.85,0.58,0.325,0.9,4,1
1197.2,38,0.85,0.585,0.33,0.905,4,1
1198,38,0.85,0.59,0.325,0.9,4,1
1198.8,38,0.845,0.58,0.33,0.9,4,1
1199.6,38,0.845,0.585,0.335,0.905,4,1
1200.4,38,0.85,0.585,0.33,0.905,4,1
1201.2,38,0.85,0.58,0.325,0.91,4,1
1202,38,0.85,0.585,0.33,0.91,4,1
1202.8,38,0.85,0.585,0.335,0.91,4,1
1203.6,38,0.85,0.585,0.33,0.91,4,1
1204.4,38,0.85,0.585,0.33,0.91,4,1
1205.2,38,0.85,0.585,0.33,0.91,4,1
1206,38,0.85,0.585,0.33,0.91,4,1
1206.8,38,0.85,0.585,0.33,0.91,4,1
1207.7,38,0.85,0.59,0.33,0.91,4,1
1208.5,38,0.85,0.59,0.33,0.91,4,1
1209.3,38,0.85,0.585,0.33,0.91,4,1
1210.1,38,0.85,0.585,0.33,0.91,4,1
1210.9,38,0.85,0.585,0.33,0.91,4,1
1211.7,38,0.85,0.585,0.33,0.91,4,1
1212.5,38,0.85,0.59,0.33,0.91,4,1
1213.3,38,0.85,0.585,0.33,0.91,4,1
1214.1,38,0.85,0.585,0.33,0.91,4,1
1214.9,38,0.85,0.59,0.33,0.91,4,1
1215.7,38,0.85,0.585,0.33,0.91,4,1
1216.5,38,0.85,0.585,0.33,0.91,4,1
1217.3,38,0.85,0.595,0.33,0.91,4,1
1218.1,38,0.85,0.59,0.33,0.905,4,1
1218.9,38,0.85,0.58,0.33,0.91,4,1
1219.8,38,0.85,0.585,0.33,0.91,4,1
1220.6,38,0.85,0.585,0.33,0.915,4,1
1221.4,38,0.85,0.59,0.33,0.92,4,1
1222.2,38,0.85,0.585,0.33,0.91,4,1
1223,38,0.85,0.59,0.33,0.91,4,1
1223.8,38,0.85,0.58,0.33,0.915,4,1
1224.6,38,0.85,0.58,0.33,0.915,4,1
1225.4,38,0.85,0.58,0.33,0.915,4,1
1226.2,38,0.85,0.585,0.33,0.915,4,1
1227,38,0.85,0.58,0.335,0.92,4,1
1227.8,38,0.85,0.585,0.33,0.915,4,1
1228.6,38,0.85,0.585,0.33,0.92,4,1
1229.4,38,0.85,0.585,0.325,0.915,4,1
1230.2,38,0.85,0.585,0.335,0.915,4,1
1231,38,0.85,0.58,0.33,0.92,4,1
1231.9,38,0.85,0.58,0.335,0.915,4,1
1232.7,38,0.85,0.58,0.33,0.915,4,1
1233.5,38,0.85,0.585,0.33,0.92,4,1
1234.3,38,0.85,0.585,0.33,0.915,4,1
1235.1,38,0.85,0.59,0.33,0.92,4,1
1235.9,38,0.85,0.585,0.33,0.92,4,1
1236.7,38,0.85,0.585,0.33,0.92,4,1
1237.5,38,0.85,0.585,0.335,0.92,4,1
1238.3,38,0.85,0.59,0.335,0.92,4,1
1239.1,38,0.85,0.585,0.33,0.92,4,1
1239.9,38,0.85,0.59,0.33,0.92,4,1
1240.7,38,0.86,0.59,0.33,0.92,4,1
1241.5,38,0.86,0.59,0.33,0.92,4,1
1242.3,38,0.86,0.59,0.335,0.925,4,1
1243.1,38,0.86,0.595,0.33,0.92,4,1
1244,38,0.855,0.59,0.335,0.92,4,1
1244.8,38,0.86,0.59,0.33,0.92,4,1
1245.6,38,0.86,0.595,0.335,0.92,4,1
1246.4,38,0.86,0.59,0.33,0.92,4,1
1247.2,38,0.86,0.59,0.325,0.925,4,1
1248,38,0.86,0.595,0.33,0.92,4,1
1248.8,38,0.86,0.595,0.335,0.93,4,1
1249.6,38,0.86,0.595,0.335,0.93,4,1
1250.4,38,0.86,0.595,0.33,0.93,4,1
1251.2,38,0.86,0.59,0.33,0.93,4,1
1252,38,0.86,0.595,0.33,0.93,4,1
1252.8,38,0.86,0.595,0.33,0.93,4,1
1253.6,38,0.86,0.595,0.33,0.93,4,1
1254.4,38,0.86,0.59,0.335,0.93,4,1
1255.2,38,0.86,0.595,0.335,0.93,4,1
1256.1,38,0.86,0.59,0.33,0.93,4,1
1256.9,38,0.86,0.595,0.335,0.93,4,1
1257.7,38,0.86,0.595,0.34,0.93,4,1
1258.5,38,0.86,0.595,0.33,0.93,4,1
1259.3,38,0.86,0.595,0.34,0.925,4,1
1260.1,38,0.86,0.595,0.335,0.93,4,1
1260.9,38,0.86,0.6,0.335,0.93,4,1
1261.7,38,0.86,0.595,0.34,0.935,4,1
1262.5,38,0.86,0.595,0.34,0.935,4,1
1263.3,38,0.86,0.595,0.345,0.94,4,1
