Test time_s,Standard travel_mm,Standard force_N
3091.968,7.3896,3.50544
3092.088,7.3897,3.50472
3092.22,7.38976,3.5121
3092.352,7.38988,3.51154
3092.472,7.38998,3.49908
3092.604,7.39006,3.51304
3092.736,7.3902,3.50598
3092.868,7.39028,3.49678
3092.988,7.3904,3.5148
3093.12,7.39048,3.49424
3093.252,7.39058,3.5091
3093.372,7.39068,3.5187
3093.504,7.39082,3.49832
3093.636,7.39088,3.50964
3093.768,7.39098,3.50516
3093.888,7.39104,3.50084
3094.02,7.3912,3.50918
3094.152,7.39132,3.5062
3094.272,7.39138,3.49764
3094.404,7.39148,3.51714
3094.536,7.39158,3.50478
3094.668,7.39168,3.51118
3094.788,7.3918,3.51784
3094.92,7.39192,3.50374
3095.052,7.392,3.5101
3095.172,7.3921,3.51104
3095.304,7.39218,3.49942
3095.436,7.3923,3.5219
3095.568,7.39238,3.51254
3095.688,7.39246,3.50638
3095.82,7.3926,3.51348
3095.952,7.39268,3.50642
3096.072,7.39278,3.50304
3096.204,7.39288,3.51694
3096.336,7.39298,3.5019
3096.468,7.39308,3.50972
3096.588,7.39322,3.51836
3096.72,7.39328,3.5021
3096.852,7.39336,3.51746
3096.972,7.39346,3.51412
3097.104,7.3936,3.50758
3097.236,7.39368,3.5159
3097.368,7.39376,3.50602
3097.488,7.39388,3.5024
3097.62,7.39398,3.51814
3097.752,7.39408,3.50656
3097.872,7.39414,3.51396
3098.004,7.39426,3.51616
3098.136,7.3944,3.5141
3098.268,7.39446,3.51338
3098.388,7.39456,3.50712
3098.52,7.39462,3.51072
3098.652,7.39474,3.51154
3098.772,7.39488,3.5085
3098.904,7.39504,3.50492
3099.036,7.3951,3.51784
3099.168,7.39516,3.5095
3099.288,7.39528,3.5252
3099.42,7.39538,3.5151
3099.552,7.39548,3.49904
3099.672,7.39558,3.51306
3099.804,7.39568,3.51026
3099.936,7.3958,3.5175
3100.068,7.3959,3.51802
3100.188,7.396,3.51224
3100.32,7.39608,3.51294
3100.452,7.39618,3.51186
3100.572,7.39628,3.51132
3100.704,7.39638,3.51704
3100.836,7.39648,3.51542
3100.968,7.39658,3.51512
3101.088,7.39668,3.52102
3101.22,7.3968,3.51158
3101.352,7.39686,3.52514
3101.472,7.39698,3.52596
3101.604,7.39708,3.50956
3101.736,7.39718,3.51352
3101.868,7.3973,3.51808
3101.988,7.39736,3.51276
3102.12,7.39748,3.52094
3102.252,7.3976,3.51494
3102.372,7.39766,3.50788
3102.504,7.39772,3.51928
3102.636,7.39786,3.51568
3102.768,7.39796,3.5219
3102.888,7.39804,3.5282
3103.02,7.39812,3.51162
3103.152,7.39824,3.51804
3103.272,7.3983,3.51918
3103.404,7.39852,3.50842
3103.536,7.39858,3.52376
3103.668,7.39866,3.51784
3103.788,7.39872,3.51174
3103.92,7.39886,3.52168
3104.052,7.39898,3.50872
3104.172,7.39904,3.52144
3104.304,7.39916,3.52184
3104.436,7.39926,3.50966
3104.568,7.39936,3.525
3104.688,7.39946,3.52444
3104.82,7.39958,3.51966
3104.952,7.39968,3.52964
3105.072,7.39978,3.52016
3105.204,7.39988,3.5165
3105.336,7.39994,3.52652
3105.468,7.40008,3.5143
3105.588,7.40016,3.52568
3105.72,7.40024,3.52588
3105.852,7.40036,3.51552
3105.972,7.40046,3.52448
3106.104,7.40056,3.52106
3106.236,7.40066,3.51618
3106.368,7.40078,3.52694
3106.488,7.40088,3.52422
3106.62,7.40096,3.51516
3106.752,7.40108,3.52392
3106.872,7.40116,3.5103
3107.004,7.40126,3.5218
3107.136,7.40134,3.52056
3107.268,7.40148,3.5237
3107.388,7.4016,3.52948
3107.52,7.40166,3.5195
3107.652,7.40174,3.51938
3107.772,7.4018,3.52546
3107.904,7.40192,3.51992
3108.036,7.40208,3.52576
3108.168,7.40218,3.5225
3108.288,7.40226,3.51872
3108.42,7.40238,3.5333
3108.552,7.40248,3.52124
3108.672,7.40256,3.51784
3108.804,7.40268,3.5315
3108.936,7.4028,3.51672
3109.068,7.40288,3.52278
3109.188,7.40296,3.53636
3109.32,7.40306,3.5154
3109.452,7.40314,3.52468
3109.572,7.40326,3.53286
3109.704,7.40336,3.51182
3109.836,7.40346,3.5246
3109.968,7.40356,3.52214
3110.088,7.40366,3.5176
3110.22,7.40378,3.53344
3110.352,7.40386,3.51338
3110.472,7.40392,3.52228
3110.604,7.40406,3.53262
3110.736,7.40412,3.51714
3110.868,7.40426,3.53186
3110.988,7.40436,3.52686
3111.12,7.40446,3.5186
3111.252,7.40454,3.53372
3111.372,7.40462,3.51998
3111.504,7.40474,3.51932
3111.636,7.40486,3.54302
3111.768,7.40496,3.51688
3111.888,7.40504,3.5279
3112.02,7.40514,3.53036
3112.152,7.40524,3.50996
3112.272,7.40534,3.51896
3112.404,7.40544,3.53074
3112.536,7.40552,3.5276
3112.668,7.40564,3.53862
3112.788,7.40582,3.52326
3112.92,7.40586,3.53034
3113.052,7.40592,3.5216
3113.172,7.40608,3.51602
3113.304,7.40616,3.52702
3113.436,7.4062,3.5249
3113.568,7.40634,3.52362
3113.688,7.40646,3.53126
3113.82,7.40654,3.52344
3113.952,7.4067,3.5349
3114.072,7.40676,3.53156
3114.204,7.40686,3.52218
3114.336,7.40694,3.531
3114.468,7.40708,3.52554
3114.588,7.40716,3.5238
3114.72,7.40726,3.53722
3114.852,7.40734,3.5213
3114.972,7.40746,3.52738
3115.104,7.40756,3.52508
3115.236,7.40764,3.52592
3115.368,7.40778,3.52838
3115.488,7.40788,3.52962
3115.62,7.40796,3.52958
3115.752,7.40806,3.53348
3115.872,7.40814,3.52972
3116.004,7.40826,3.52316
3116.136,7.40836,3.5383
3116.268,7.40844,3.52602
3116.388,7.40852,3.52768
3116.52,7.4086,3.54008
3116.652,7.40874,3.51888
3116.772,7.40884,3.53056
3116.904,7.40892,3.53482
3117.036,7.409,3.5094
3117.168,7.40912,3.5377
3117.288,7.40922,3.5233
3117.42,7.40936,3.5288
3117.552,7.40942,3.54318
3117.672,7.40954,3.52732
3117.804,7.40962,3.53828
3117.936,7.40974,3.5327
3118.068,7.40986,3.52292
3118.188,7.40992,3.53492
3118.32,7.41002,3.5263
3118.452,7.41016,3.52268
3118.572,7.41026,3.54068
3118.704,7.41034,3.51998
3118.836,7.41044,3.53406
3118.968,7.41052,3.5324
3119.088,7.41064,3.5259
3119.22,7.41074,3.54122
3119.352,7.41086,3.53434
3119.472,7.41092,3.53174
3119.604,7.41106,3.52974
3119.736,7.41114,3.52756
3119.868,7.41126,3.52294
3119.988,7.41134,3.53124
3120.12,7.41142,3.53192
3120.252,7.41154,3.53698
3120.372,7.41164,3.53656
3120.504,7.41174,3.5304
3120.636,7.41184,3.53816
3120.768,7.41194,3.53312
3120.888,7.41204,3.5294
3121.02,7.41214,3.53138
3121.152,7.41224,3.53092
3121.272,7.41234,3.52782
3121.404,7.41244,3.53966
3121.536,7.41254,3.52988
3121.668,7.4126,3.53444
3121.788,7.4127,3.53826
3121.92,7.41286,3.52872
3122.052,7.41298,3.5387
3122.172,7.41302,3.53702
3122.304,7.41314,3.52852
3122.436,7.41322,3.53442
3122.568,7.41336,3.53354
3122.688,7.41342,3.53394
3122.82,7.41354,3.53478
3122.952,7.41364,3.5359
3123.072,7.41374,3.53924
3123.204,7.41382,3.53964
3123.336,7.41394,3.53286
3123.468,7.41406,3.53432
3123.588,7.41412,3.5261
3123.72,7.41422,3.53716
3123.852,7.41434,3.54094
3123.972,7.41442,3.53384
3124.104,7.41456,3.54034
3124.236,7.41464,3.54284
3124.368,7.41472,3.53178
3124.488,7.41482,3.54012
3124.62,7.41496,3.53378
3124.752,7.41504,3.53422
3124.872,7.41512,3.5439
3125.004,7.41522,3.53672
3125.136,7.41534,3.53106
3125.268,7.4154,3.5453
3125.388,7.4155,3.53724
3125.52,7.41562,3.5424
3125.652,7.41572,3.54758
3125.772,7.41582,3.53652
3125.904,7.41592,3.54454
3126.036,7.416,3.54264
3126.168,7.41612,3.52782
3126.288,7.41622,3.54228
3126.42,7.4163,3.52756
3126.552,7.41638,3.53428
3126.672,7.4165,3.5368
3126.804,7.41666,3.53418
3126.936,7.41674,3.5538
3127.068,7.41682,3.54416
3127.188,7.41692,3.53786
3127.32,7.41704,3.54058
3127.452,7.41712,3.5442
3127.572,7.41724,3.52734
3127.704,7.41734,3.54818
3127.836,7.41742,3.53214
3127.968,7.41754,3.54514
3128.088,7.41764,3.5514
3128.22,7.41776,3.53324
3128.352,7.41784,3.5429
3128.472,7.4179,3.5405
3128.604,7.41802,3.5423
3128.736,7.41816,3.54912
3128.868,7.41822,3.55002
3128.988,7.41834,3.54052
3129.12,7.41842,3.54544
3129.252,7.41854,3.53456
3129.372,7.41862,3.54228
3129.504,7.41872,3.54218
3129.636,7.41882,3.5418
3129.768,7.41894,3.54874
3129.888,7.41904,3.55022
3130.02,7.41912,3.53044
3130.152,7.41924,3.54776
3130.272,7.41934,3.54732
3130.404,7.4194,3.53492
3130.536,7.41952,3.55726
3130.668,7.41962,3.53102
3130.788,7.4197,3.54938
3130.92,7.4198,3.54932
3131.052,7.4199,3.53526
3131.172,7.41996,3.54108
3131.304,7.4201,3.54866
3131.436,7.42024,3.53366
3131.568,7.4203,3.5505
3131.688,7.4204,3.54398
3131.82,7.4205,3.54426
3131.952,7.42062,3.54578
3132.072,7.4207,3.5344
3132.204,7.42082,3.54328
3132.336,7.42092,3.54186
3132.468,7.42102,3.54254
3132.588,7.42114,3.55168
3132.72,7.42122,3.54028
3132.852,7.42132,3.54784
3132.972,7.4214,3.54844
3133.104,7.42152,3.54528
3133.236,7.42164,3.5536
3133.368,7.42174,3.53934
3133.488,7.42182,3.53954
3133.62,7.42192,3.54964
3133.752,7.42202,3.53836
3133.872,7.42212,3.53686
3134.004,7.42222,3.54976
3134.136,7.42232,3.53234
3134.268,7.42244,3.54616
3134.388,7.42254,3.54878
3134.52,7.4226,3.54218
3134.652,7.4227,3.54828
3134.772,7.42278,3.55284
3134.904,7.42292,3.54388
3135.036,7.423,3.54614
3135.168,7.4231,3.54744
3135.288,7.42318,3.53892
3135.42,7.4233,3.55418
3135.552,7.42342,3.54434
3135.672,7.42352,3.54264
3135.804,7.42358,3.55928
3135.936,7.42366,3.53766
3136.068,7.4239,3.54118
3136.188,7.42398,3.55402
3136.32,7.42402,3.53906
3136.452,7.42408,3.552
3136.572,7.42418,3.55524
3136.704,7.42434,3.53872
3136.836,7.4244,3.55752
3136.968,7.42452,3.53768
3137.088,7.42466,3.5389
3137.22,7.42472,3.55282
3137.352,7.42482,3.52948
3137.472,7.42492,3.53932
3137.604,7.42502,3.55336
3137.736,7.42512,3.54082
3137.868,7.4252,3.561
3137.988,7.4253,3.54994
3138.12,7.42542,3.54502
3138.252,7.4255,3.55084
3138.372,7.4256,3.53942
3138.504,7.4257,3.54962
3138.636,7.4258,3.53872
3138.768,7.4259,3.54552
3138.888,7.42598,3.54472
3139.02,7.42606,3.54882
3139.152,7.42624,3.5485
3139.272,7.42632,3.56202
3139.404,7.42636,3.54072
3139.536,7.42646,3.54932
3139.668,7.4266,3.54112
3139.788,7.42668,3.53478
3139.92,7.42678,3.55534
3140.052,7.4269,3.5487
3140.172,7.427,3.54336
3140.304,7.42708,3.55364
3140.436,7.42718,3.54734
3140.568,7.42726,3.54656
3140.688,7.42734,3.55316
3140.82,7.42754,3.54256
3140.952,7.4276,3.5491
3141.072,7.4277,3.5569
3141.204,7.4278,3.54502
3141.336,7.4279,3.55018
3141.468,7.42802,3.54538
3141.588,7.4281,3.53392
3141.72,7.42818,3.55774
3141.852,7.4283,3.54516
3141.972,7.4284,3.54186
3142.104,7.42852,3.55742
3142.236,7.42862,3.53614
3142.368,7.4287,3.54652
3142.488,7.42882,3.55618
3142.62,7.42894,3.53476
3142.752,7.42898,3.56652
3142.872,7.42912,3.55836
3143.004,7.42924,3.53802
3143.136,7.42928,3.56674
3143.268,7.4294,3.5402
3143.388,7.42952,3.55576
3143.52,7.42964,3.56048
3143.652,7.42972,3.5336
3143.772,7.42976,3.5514
3143.904,7.4299,3.54684
3144.036,7.43,3.54388
3144.168,7.4301,3.56416
3144.288,7.43022,3.54848
3144.42,7.43028,3.55588
3144.552,7.4304,3.55382
3144.672,7.43054,3.55034
3144.804,7.43058,3.55208
3144.936,7.43068,3.55596
3145.068,7.43078,3.54536
3145.188,7.43082,3.54736
3145.32,7.43094,3.5497
3145.452,7.43116,3.55534
3145.572,7.43118,3.5578
3145.704,7.43128,3.5477
3145.836,7.43138,3.55572
3145.968,7.43148,3.56354
3146.088,7.43166,3.5521
3146.22,7.43168,3.55042
3146.352,7.43174,3.55818
3146.472,7.43188,3.54462
3146.604,7.432,3.55148
3146.736,7.43212,3.54782
3146.868,7.4322,3.5522
3146.988,7.4323,3.56488
3147.12,7.43238,3.55618
3147.252,7.43252,3.55938
3147.372,7.43262,3.5699
3147.504,7.43268,3.5516
3147.636,7.4328,3.56184
3147.768,7.4329,3.55218
3147.888,7.43302,3.54144
3148.02,7.43308,3.56504
3148.152,7.43316,3.55538
3148.272,7.43328,3.5576
3148.404,7.43338,3.57306
3148.536,7.43348,3.55376
3148.668,7.4336,3.56238
3148.788,7.43366,3.56734
3148.92,7.43376,3.54096
3149.052,7.43392,3.56396
3149.172,7.43396,3.5508
3149.304,7.43408,3.54932
3149.436,7.43418,3.56356
3149.568,7.43428,3.55756
3149.688,7.43436,3.55282
3149.82,7.43448,3.56432
3149.952,7.43456,3.55156
3150.072,7.43468,3.55928
3150.204,7.43482,3.56372
3150.336,7.4349,3.55436
3150.468,7.43498,3.56128
3150.588,7.43506,3.55642
3150.72,7.4352,3.55188
3150.852,7.43528,3.56294
3150.972,7.43544,3.55208
3151.104,7.43548,3.56016
3151.236,7.4356,3.56922
3151.368,7.4357,3.5456
3151.488,7.4358,3.56944
3151.62,7.43588,3.55004
3151.752,7.436,3.54644
3151.872,7.4361,3.5604
3152.004,7.43616,3.54994
3152.136,7.43628,3.55758
3152.268,7.43638,3.56994
3152.388,7.43646,3.55926
3152.52,7.43658,3.5667
3152.652,7.4367,3.55684
3152.772,7.43676,3.55286
3152.904,7.43688,3.56644
3153.036,7.43698,3.55584
3153.168,7.43708,3.56346
3153.288,7.43718,3.56534
3153.42,7.43726,3.55352
3153.552,7.43738,3.5688
3153.672,7.4375,3.56942
3153.804,7.43756,3.55984
3153.936,7.43762,3.55804
3154.068,7.43776,3.55956
3154.188,7.43786,3.54224
3154.32,7.438,3.5585
3154.452,7.43806,3.57106
3154.572,7.4381,3.55304
3154.704,7.43822,3.5755
3154.836,7.4384,3.56178
3154.968,7.43852,3.5624
3155.088,7.43856,3.56646
3155.22,7.43868,3.55668
3155.352,7.43876,3.55844
3155.472,7.4389,3.5668
3155.604,7.43898,3.54726
3155.736,7.43908,3.55672
3155.868,7.4392,3.55604
3155.988,7.43932,3.55306
3156.12,7.43938,3.57226
3156.252,7.43948,3.55476
3156.372,7.43958,3.55466
3156.504,7.43968,3.56868
3156.636,7.43978,3.54792
3156.768,7.4399,3.56692
3156.888,7.44,3.5622
3157.02,7.44008,3.55258
3157.152,7.44018,3.57884
3157.272,7.44026,3.5622
3157.404,7.44038,3.56156
3157.536,7.44048,3.56804
3157.668,7.44058,3.5519
3157.788,7.44068,3.56034
3157.92,7.44078,3.56582
3158.052,7.44088,3.55242
3158.172,7.44094,3.57044
3158.304,7.44108,3.56416
3158.436,7.44118,3.55822
3158.568,7.44128,3.5635
3158.688,7.44138,3.55384
3158.82,7.44146,3.56276
3158.952,7.44156,3.56292
3159.072,7.44166,3.55698
3159.204,7.44176,3.5706
3159.336,7.44184,3.55768
3159.468,7.44194,3.55288
3159.588,7.44206,3.57008
3159.72,7.44216,3.54918
3159.852,7.44224,3.56206
3159.972,7.44234,3.56506
3160.104,7.4425,3.55332
3160.236,7.44262,3.57002
3160.368,7.44266,3.5653
3160.488,7.44272,3.5587
3160.62,7.44284,3.57926
3160.752,7.44298,3.55968
3160.872,7.44308,3.55986
3161.004,7.44314,3.57108
3161.136,7.44328,3.55458
3161.268,7.44338,3.56312
3161.388,7.44344,3.57268
3161.52,7.4436,3.55408
3161.652,7.44372,3.56266
3161.772,7.44376,3.57344
3161.904,7.44386,3.55274
3162.036,7.44398,3.57218
3162.168,7.44406,3.5578
3162.288,7.4442,3.55308
3162.42,7.44428,3.56256
3162.552,7.44436,3.55568
3162.672,7.44444,3.55092
3162.804,7.44454,3.57
3162.936,7.44468,3.55904
3163.068,7.44476,3.58068
3163.188,7.44484,3.57384
3163.32,7.44494,3.5519
3163.452,7.44506,3.57882
3163.572,7.44516,3.56968
3163.704,7.44526,3.5559
3163.836,7.44534,3.57398
3163.968,7.44544,3.5543
3164.088,7.44558,3.56824
3164.22,7.44566,3.57106
3164.352,7.44578,3.5546
3164.472,7.44586,3.5677
3164.604,7.44596,3.56482
3164.736,7.44606,3.55688
3164.868,7.44618,3.57002
3164.988,7.44628,3.56762
3165.12,7.4464,3.56326
3165.252,7.44646,3.56456
3165.372,7.44654,3.55578
3165.504,7.4467,3.57104
3165.636,7.44678,3.5636
3165.768,7.44686,3.5757
3165.888,7.44696,3.57542
3166.02,7.44706,3.56256
3166.152,7.44716,3.56442
3166.272,7.44724,3.5824
3166.404,7.44738,3.56124
3166.536,7.44744,3.56598
3166.668,7.44756,3.56574
3166.788,7.44764,3.55386
3166.92,7.44772,3.57148
3167.052,7.44782,3.56746
3167.172,7.44794,3.56464
3167.304,7.44802,3.56884
3167.436,7.44814,3.5544
3167.568,7.44826,3.56272
3167.688,7.44834,3.56782
3167.82,7.44846,3.56328
3167.952,7.44856,3.57342
3168.072,7.44864,3.56228
3168.204,7.44874,3.55924
3168.336,7.44884,3.57902
3168.468,7.44896,3.56582
3168.588,7.44904,3.56234
3168.72,7.44912,3.5753
3168.852,7.44932,3.56116
3168.972,7.44938,3.5702
3169.104,7.44942,3.57754
3169.236,7.4495,3.5552
3169.368,7.44966,3.57866
3169.488,7.44976,3.57584
3169.62,7.44982,3.55654
3169.752,7.44996,3.57346
3169.872,7.45008,3.5706
3170.004,7.45014,3.56448
3170.136,7.45026,3.57418
3170.268,7.45036,3.56206
3170.388,7.45044,3.5712
3170.52,7.45056,3.57858
3170.652,7.45064,3.55678
3170.772,7.45074,3.56988
3170.904,7.45086,3.56714
3171.036,7.45096,3.57616
3171.168,7.45106,3.57862
3171.288,7.45116,3.5665
3171.42,7.45126,3.57384
3171.552,7.45134,3.57274
3171.672,7.45148,3.56178
3171.804,7.45154,3.57854
3171.936,7.45168,3.57326
3172.068,7.45176,3.58082
3172.188,7.45188,3.58394
3172.32,7.45198,3.57032
3172.452,7.45204,3.57084
3172.572,7.45212,3.57494
3172.704,7.45222,3.56842
3172.836,7.45236,3.5744
3172.968,7.45244,3.582
3173.088,7.45254,3.56882
3173.22,7.4526,3.58248
3173.352,7.45272,3.57032
3173.472,7.45284,3.56478
3173.604,7.45294,3.57712
3173.736,7.45304,3.57152
3173.868,7.45314,3.57552
3173.988,7.45324,3.58198
3174.12,7.45336,3.5718
3174.252,7.45346,3.57678
3174.372,7.45354,3.59154
3174.504,7.45364,3.5605
3174.636,7.45374,3.58276
3174.768,7.45384,3.57148
3174.888,7.45394,3.56202
3175.02,7.45404,3.5869
3175.152,7.45414,3.56976
3175.272,7.45424,3.5725
3175.404,7.45434,3.5853
3175.536,7.45444,3.57324
3175.668,7.45454,3.57528
3175.788,7.45464,3.58696
3175.92,7.45474,3.57376
3176.052,7.45488,3.57716
3176.172,7.45492,3.58574
3176.304,7.45502,3.55676
3176.436,7.4551,3.57528
3176.568,7.45524,3.58256
3176.688,7.45534,3.57468
3176.82,7.45544,3.5815
3176.952,7.45556,3.5809
3177.072,7.45562,3.56944
3177.204,7.45574,3.58602
3177.336,7.45584,3.5805
3177.468,7.45594,3.57908
3177.588,7.45602,3.58342
3177.72,7.45612,3.57868
3177.852,7.45624,3.57866
3177.972,7.4563,3.58856
3178.104,7.45644,3.57104
3178.236,7.45656,3.5838
3178.368,7.45664,3.576
3178.488,7.45672,3.57602
3178.62,7.45682,3.5865
3178.752,7.45694,3.56972
3178.872,7.45706,3.57294
3179.004,7.45716,3.5736
3179.136,7.45724,3.57388
3179.268,7.45734,3.57688
3179.388,7.45742,3.58626
3179.52,7.45756,3.5747
3179.652,7.45766,3.57658
3179.772,7.45774,3.58198
3179.904,7.45784,3.57432
3180.036,7.45794,3.57494
3180.168,7.45804,3.58596
3180.288,7.45814,3.57212
3180.42,7.45826,3.58194
3180.552,7.45834,3.5895
3180.672,7.45838,3.58314
3180.804,7.45854,3.58908
3180.936,7.45866,3.5773
3181.068,7.45872,3.56844
3181.188,7.45882,3.57942
3181.32,7.45892,3.5759
3181.452,7.45902,3.56972
3181.572,7.45914,3.59014
3181.704,7.45922,3.56384
3181.836,7.4593,3.58044
3181.968,7.45938,3.58136
3182.088,7.45954,3.56814
3182.22,7.45964,3.58836
3182.352,7.4597,3.57022
3182.472,7.45978,3.57112
3182.604,7.45988,3.58622
3182.736,7.46002,3.56514
3182.868,7.46016,3.57364
3182.988,7.46022,3.57448
3183.12,7.46034,3.55144
3183.252,7.46042,3.55678
3183.372,7.46052,3.56338
3183.504,7.46064,3.54296
3183.636,7.46072,3.5606
3183.768,7.46086,3.54688
3183.888,7.46094,3.5403
3184.02,7.46102,3.54722
3184.152,7.46114,3.54366
3184.272,7.46122,3.5438
3184.404,7.46132,3.54002
3184.536,7.46144,3.53922
3184.668,7.46152,3.5321
3184.788,7.46162,3.5421
3184.92,7.46174,3.53228
3185.052,7.46182,3.53086
3185.172,7.46194,3.53496
3185.304,7.46206,3.52164
3185.436,7.46212,3.53228
3185.568,7.4622,3.53686
3185.688,7.46232,3.52594
3185.82,7.46242,3.5367
3185.952,7.46252,3.52976
3186.072,7.46262,3.52496
3186.204,7.46272,3.54236
3186.336,7.46284,3.52648
3186.468,7.46294,3.53092
3186.588,7.46298,3.53978
3186.72,7.46312,3.52008
3186.852,7.46324,3.53946
3186.972,7.46332,3.54014
3187.104,7.4634,3.52324
3187.236,7.4635,3.53742
3187.368,7.46364,3.51904
3187.488,7.46374,3.52038
3187.62,7.4638,3.53152
3187.752,7.46388,3.52954
3187.872,7.46402,3.52406
3188.004,7.4641,3.52614
3188.136,7.4642,3.53662
3188.268,7.46432,3.53598
3188.388,7.46442,3.54284
3188.52,7.46452,3.53756
3188.652,7.46464,3.53216
3188.772,7.4647,3.5386
3188.904,7.4648,3.5267
3189.036,7.46492,3.53072
3189.168,7.46502,3.53444
3189.288,7.46512,3.5247
3189.42,7.46522,3.53184
3189.552,7.46532,3.53374
3189.672,7.46544,3.52848
3189.804,7.4655,3.5343
3189.936,7.4656,3.53196
3190.068,7.46572,3.53034
3190.188,7.4658,3.5397
3190.32,7.4659,3.52406
3190.452,7.46602,3.53222
3190.572,7.46614,3.54598
3190.704,7.46622,3.52394
3190.836,7.4663,3.53782
3190.968,7.46642,3.53492
3191.088,7.46652,3.52874
3191.22,7.4666,3.5319
3191.352,7.46668,3.53796
3191.472,7.46682,3.52396
3191.604,7.46692,3.53444
3191.736,7.467,3.53528
3191.868,7.46708,3.52444
3191.988,7.46714,3.53812
3192.12,7.46734,3.53082
3192.252,7.46746,3.532
3192.372,7.4675,3.53104
3192.504,7.4676,3.52894
3192.636,7.4677,3.52842
3192.768,7.4678,3.5505
3192.888,7.46794,3.53894
3193.02,7.46802,3.52774
3193.152,7.46814,3.54228
3193.272,7.4682,3.53176
3193.404,7.46832,3.5388
3193.536,7.46842,3.54334
3193.668,7.46856,3.53674
3193.788,7.46862,3.5415
3193.92,7.4687,3.5376
3194.052,7.46884,3.5262
3194.172,7.46894,3.54744
3194.304,7.46906,3.52864
3194.436,7.46912,3.5296
3194.568,7.4692,3.54404
3194.688,7.4693,3.53052
3194.82,7.4694,3.54058
3194.952,7.46948,3.54486
3195.072,7.46956,3.53866
3195.204,7.4697,3.53828
3195.336,7.4698,3.52964
3195.468,7.4699,3.52492
3195.588,7.46998,3.53686
3195.72,7.47012,3.53348
3195.852,7.47018,3.5312
3195.972,7.47028,3.53154
3196.104,7.47038,3.54232
3196.236,7.47052,3.5376
3196.368,7.47058,3.55098
3196.488,7.47066,3.54508
3196.62,7.47074,3.53006
3196.752,7.47094,3.53982
3196.872,7.47104,3.53634
3197.004,7.4711,3.53438
3197.136,7.47118,3.54446
3197.268,7.47128,3.53242
3197.388,7.4714,3.53814
3197.52,7.4715,3.53868
3197.652,7.47162,3.5354
3197.772,7.4717,3.5448
3197.904,7.47182,3.53494
3198.036,7.4719,3.52926
3198.168,7.47202,3.54868
3198.288,7.4721,3.53612
3198.42,7.47222,3.54726
3198.552,7.4723,3.54332
3198.672,7.4724,3.53748
3198.804,7.47252,3.54972
3198.936,7.47264,3.54124
3199.068,7.4727,3.53334
3199.188,7.4728,3.54132
3199.32,7.47294,3.54202
3199.452,7.47298,3.53634
3199.572,7.47306,3.54602
3199.704,7.47322,3.5399
3199.836,7.47332,3.53812
3199.968,7.4734,3.5539
3200.088,7.4735,3.53158
3200.22,7.4736,3.55052
3200.352,7.4737,3.55324
3200.472,7.4738,3.53894
3200.604,7.47386,3.54004
3200.736,7.47398,3.55378
3200.868,7.47414,3.54398
3200.988,7.4742,3.5548
3201.12,7.47426,3.5476
3201.252,7.47436,3.53676
3201.372,7.47448,3.5525
3201.504,7.47462,3.52898
3201.636,7.4747,3.53644
3201.768,7.47478,3.55396
3201.888,7.47488,3.53298
3202.02,7.47498,3.55346
3202.152,7.47512,3.54614
3202.272,7.47518,3.54004
3202.404,7.47528,3.55648
3202.536,7.47538,3.54024
3202.668,7.4755,3.54272
3202.788,7.47562,3.54246
3202.92,7.4757,3.54648
3203.052,7.47578,3.54388
3203.172,7.4759,3.54702
3203.304,7.476,3.54296
3203.436,7.47608,3.54216
3203.568,7.4762,3.5514
3203.688,7.47626,3.5496
3203.82,7.4764,3.5511
3203.952,7.47652,3.5556
3204.072,7.47656,3.54638
3204.204,7.47668,3.55272
3204.336,7.47678,3.55102
3204.468,7.4769,3.5353
3204.588,7.47702,3.53502
3204.72,7.47706,3.55056
3204.852,7.47716,3.546
3204.972,7.4773,3.54568
3205.104,7.47738,3.55774
3205.236,7.47746,3.5505
3205.368,7.4776,3.55212
3205.488,7.47768,3.54834
3205.62,7.47778,3.54236
3205.752,7.47786,3.55068
3205.872,7.47796,3.5385
3206.004,7.47804,3.53858
3206.136,7.47826,3.55882
3206.268,7.4783,3.54478
3206.388,7.47836,3.5497
3206.52,7.4785,3.55234
3206.652,7.47858,3.53636
3206.772,7.4787,3.54464
3206.904,7.47878,3.55514
3207.036,7.4789,3.54292
3207.168,7.479,3.56082
3207.288,7.4791,3.55106
3207.42,7.4792,3.54658
3207.552,7.4793,3.5636
3207.672,7.47938,3.55938
3207.804,7.47948,3.54102
3207.936,7.47964,3.56144
3208.068,7.4797,3.53526
3208.188,7.4798,3.5368
3208.32,7.4799,3.56072
3208.452,7.47998,3.53578
3208.572,7.4801,3.53872
3208.704,7.48018,3.55258
3208.836,7.48028,3.5479
3208.968,7.48038,3.56514
3209.088,7.48048,3.55772
3209.22,7.4806,3.54594
3209.352,7.48068,3.55872
3209.472,7.48078,3.5512
3209.604,7.48086,3.55028
3209.736,7.48098,3.55384
3209.868,7.48106,3.55074
3209.988,7.48118,3.55464
3210.12,7.48128,3.5621
3210.252,7.48136,3.55572
3210.372,7.48146,3.55608
3210.504,7.48154,3.55306
3210.636,7.48164,3.54926
3210.768,7.48182,3.5518
3210.888,7.4819,3.553
3211.02,7.48196,3.54244
3211.152,7.48208,3.55902
3211.272,7.48218,3.56238
3211.404,7.48226,3.54802
3211.536,7.48238,3.56184
3211.668,7.48248,3.5468
3211.788,7.48258,3.54682
